Numerator	Denominator	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein	hsa Khan Chimpanzee RNA	hsa Khan Human RNA	hsa Khan Chimpanzee Protein	hsa Khan Human Protein
Environmental Information Processing	-Vesicular Transport	0.8742	1.334	1.551	0.7331	0.9923	1.323	0.7018	0.9025	1.267	0.6457	0.8275	1.113
-Signal Transduction	-Vesicular Transport	0.1568	0.3507	0.4768	0.1446	0.2813	0.3983	0.1225	0.2806	0.46	0.1448	0.3006	0.5081
-Signaling Molecules and Interaction	-Vesicular Transport	0.658	0.9831	1.136	0.5589	0.792	1.017	0.469	0.6113	0.8068	0.4127	0.5223	0.737
Cellular Processes	-Vesicular Transport	2.625	3.027	3.405	2.204	2.522	2.854	4.483	4.818	5.647	3.909	4.213	5.236
-Cell structure	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Vesicular Transport	1	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular Transport	1.127	1.428	1.639	0.8136	1.079	1.247	2.245	2.525	3.141	1.895	2.023	2.647
-Cell Motility	-Vesicular Transport	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Vesicular Transport	0.2364	0.281	0.3939	0.1914	0.2297	0.3276	0.3682	0.554	0.7733	0.3737	0.5753	0.7272
-Cell Communication	-Vesicular Transport	0.2238	0.2952	0.3862	0.1684	0.2005	0.2787	0.3817	0.5214	1.039	0.3396	0.5449	0.9814
Metabolism	-Vesicular Transport	4.674	5.604	6.819	4.197	4.852	6.21	10.97	13.13	16.15	10.64	13.34	15.81
-Membrane Transport	-Vesicular Transport	0.07012	0.09729	0.1314	0.0506	0.07901	0.1062	0.0619	0.08668	0.1359	0.05936	0.08262	0.1012
-Central Carbon Metabolism	-Vesicular Transport	0.3279	0.7213	1.023	0.2482	0.5675	1.148	1.28	2.289	4.611	1.386	2.691	5.429
-Energy Metabolism	-Vesicular Transport	0.1029	0.2159	0.2806	0.09605	0.1954	0.2554	0.6865	0.9364	1.151	0.8108	1.07	1.192
-Biosynthesis	-Vesicular Transport	0.9362	1.312	1.676	0.8161	1.263	1.439	2.264	2.899	3.521	2.339	2.731	3.45
-Other Enzymes	-Vesicular Transport	2.8	3.268	3.88	2.236	2.79	3.38	4.614	5.985	7.617	4.361	6.292	7.935
Organismal Systems	-Vesicular Transport	1.385	1.881	2.278	1.372	1.679	2.07	1.94	2.455	2.647	1.628	2.296	2.62
-Immune System	-Vesicular Transport	0.7235	0.9729	1.227	0.7599	1.089	1.294	0.9142	1.045	1.165	0.8503	1.088	1.298
-Endocrine System	-Vesicular Transport	0.05873	0.223	0.3054	0.0654	0.1405	0.2395	0.2656	0.3886	0.5342	0.1296	0.2652	0.4562
-Circulatory System	-Vesicular Transport	0.01336	0.03269	0.05156	0.0106	0.03238	0.05291	0.06694	0.1259	0.1755	0.062	0.1086	0.1489
-Digestive System	-Vesicular Transport	0.06637	0.1075	0.2011	0.04568	0.09998	0.1482	0.03818	0.06318	0.1667	0.02991	0.0504	0.1534
-Excretory System	-Vesicular Transport	0.08995	0.1333	0.2247	0.07	0.1118	0.1599	0.2007	0.2384	0.3543	0.1624	0.2122	0.2983
-Nervous System	-Vesicular Transport	0.04011	0.1671	0.2253	0.03004	0.1255	0.176	0.05022	0.1963	0.5055	0.03592	0.1726	0.4351
-Sensory System	-Vesicular Transport	0	0.0155	0.03127	0	0.01536	0.02322	0	0.006595	0.02605	0	0.006998	0.01204
-Development	-Vesicular Transport	0.05279	0.1002	0.2035	0.03194	0.08551	0.1327	0.02731	0.07628	0.1355	0.02635	0.08099	0.09913
-Environmental Adaptation	-Vesicular Transport	0	0.007258	0.05431	0	0.005538	0.06708	0	0.01977	0.1842	0	0.01607	0.1402
Human Diseases	-Vesicular Transport	1.447	1.924	2.638	1.222	1.85	2.349	2.725	4.667	5.523	2.321	4.399	4.938
-Cancers	-Vesicular Transport	0.2516	0.3444	0.4978	0.194	0.2519	0.3652	0.1672	0.3462	0.5458	0.173	0.3697	0.5968
-Immune System Diseases	-Vesicular Transport	0.01196	0.06615	0.1561	0.008551	0.05542	0.1296	0.06945	0.1455	0.2103	0.05961	0.129	0.1788
-Neurodegenerative Diseases	-Vesicular Transport	0.2216	0.3856	0.9412	0.2004	0.3436	0.9879	0.5027	1.603	3.019	0.4813	1.293	2.708
-Cardiovascular Diseases	-Vesicular Transport	0.04231	0.1392	0.2468	0.01984	0.0958	0.1754	0.2759	0.3612	0.7911	0.148	0.2246	0.5963
-Metabolic Diseases	-Vesicular Transport	0	0	0.04073	0	0	0.03009	0	0	0.4148	0	0	0.6195
-Infectious Diseases	-Vesicular Transport	0.5295	0.6765	1.045	0.4771	0.6751	1.024	0.5426	0.9897	1.433	0.5466	0.9433	1.362
Not Mapped	-Vesicular Transport	5.553	6.256	7.508	5.494	6.072	7.13	7.475	8.764	10.86	7.027	7.967	9.564
-Not Mapped	-Vesicular Transport	5.553	6.256	7.508	5.494	6.072	7.13	7.475	8.764	10.86	7.027	7.967	9.564
TOTAL	-Cytoskeleton	19.23	19.9	22.36	22.78	24.7	29.18	15.81	18.62	21.83	18.42	22.12	26.28
MAPPED	-Cytoskeleton	14.99	15.52	17.43	17.5	18.98	22.42	13.08	15.4	18.05	15.33	18.41	21.88
Genetic Information Processing	-Cytoskeleton	5.957	6.187	7.008	7.189	7.822	9.243	5.226	6.297	7.183	6.039	7.185	8.515
-Transcription	-Cytoskeleton	0.719	0.7969	0.9371	0.8715	0.9812	1.11	0.6554	0.8054	0.9045	0.7131	0.8933	1.046
-Translation	-Cytoskeleton	2	2.125	2.471	2.928	3.236	3.821	1.466	1.824	2.089	1.696	2.135	2.496
-Folding, Sorting and Degradation	-Cytoskeleton	1.88	2.102	2.351	2.007	2.161	2.66	2.383	2.622	3.213	2.735	3.077	3.854
-DNA Maintenance	-Cytoskeleton	1.169	1.23	1.436	1.288	1.372	1.543	0.7217	0.9342	1.043	0.8945	1.12	1.232
-RNA Family	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cytoskeleton	0.6427	0.9386	1.032	0.7363	1.027	1.198	0.2724	0.3477	0.4407	0.3022	0.4014	0.5338
-Signal Transduction	-Cytoskeleton	0.1153	0.2451	0.3044	0.1452	0.2527	0.3206	0.03985	0.1107	0.1464	0.06039	0.1363	0.2033
-Signaling Molecules and Interaction	-Cytoskeleton	0.4615	0.6028	0.7957	0.4959	0.7084	0.8874	0.1714	0.2431	0.2967	0.1785	0.2577	0.3171
Cellular Processes	-Cytoskeleton	2.021	2.092	2.316	2.247	2.291	2.609	1.657	1.798	1.991	1.726	1.978	2.223
-Cell structure	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cytoskeleton	0.5843	0.6886	0.7682	0.7851	0.8874	1.035	0.2868	0.3655	0.428	0.3497	0.4533	0.5212
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cytoskeleton	0.1717	0.2299	0.2491	0.1851	0.2319	0.2628	0.1458	0.2218	0.2708	0.1854	0.2562	0.3145
-Cell Communication	-Cytoskeleton	0.1648	0.2039	0.2589	0.1494	0.2093	0.2632	0.1395	0.1946	0.3659	0.1524	0.2299	0.4463
Metabolism	-Cytoskeleton	3.397	4.001	4.309	4.035	4.822	5.243	3.668	4.64	5.649	4.824	6.248	7.24
-Membrane Transport	-Cytoskeleton	0.05156	0.06355	0.1159	0.05082	0.06203	0.1281	0.02262	0.03742	0.05066	0.02567	0.03543	0.04811
-Central Carbon Metabolism	-Cytoskeleton	0.2911	0.5541	0.6298	0.3051	0.5689	0.9124	0.4677	0.9916	1.468	0.5992	1.4	2.035
-Energy Metabolism	-Cytoskeleton	0.09137	0.1487	0.1754	0.1181	0.1706	0.2126	0.2559	0.3166	0.4244	0.3641	0.4477	0.5875
-Biosynthesis	-Cytoskeleton	0.6883	0.934	1.124	0.8197	1.154	1.403	0.807	1.037	1.405	0.9064	1.351	1.783
-Other Enzymes	-Cytoskeleton	1.799	2.34	2.517	2.072	2.665	3.025	1.522	2.218	3.018	1.977	2.86	3.878
Organismal Systems	-Cytoskeleton	1.096	1.252	1.531	1.328	1.652	1.754	0.7115	0.8302	1.053	0.7977	0.9364	1.206
-Immune System	-Cytoskeleton	0.5213	0.7033	0.8593	0.74	1.003	1.124	0.3082	0.373	0.4614	0.3845	0.4705	0.6205
-Endocrine System	-Cytoskeleton	0.05213	0.1412	0.1863	0.08039	0.1411	0.2029	0.1052	0.1491	0.1701	0.06618	0.1288	0.1687
-Circulatory System	-Cytoskeleton	0.008149	0.02289	0.04396	0.01064	0.02818	0.05475	0.02447	0.0427	0.07024	0.02681	0.04484	0.0776
-Digestive System	-Cytoskeleton	0.04948	0.08109	0.1227	0.0458	0.1046	0.1206	0.01513	0.02054	0.05499	0.01479	0.02208	0.06954
-Excretory System	-Cytoskeleton	0.06276	0.09175	0.1511	0.07061	0.1025	0.1392	0.0714	0.09954	0.1239	0.0775	0.1062	0.1127
-Nervous System	-Cytoskeleton	0.02762	0.1042	0.1658	0.02665	0.1043	0.1738	0.01835	0.06646	0.2023	0.01554	0.07972	0.2268
-Sensory System	-Cytoskeleton	0	0.01066	0.01838	0	0.01473	0.01862	0	0.00241	0.008187	0	0.003255	0.00455
-Development	-Cytoskeleton	0.03085	0.06882	0.1279	0.03202	0.07822	0.1373	0.01118	0.02428	0.05367	0.01303	0.03086	0.05093
-Environmental Adaptation	-Cytoskeleton	0	0.00462	0.0482	0	0.004756	0.07944	0	0.007346	0.07093	0	0.007475	0.06989
Human Diseases	-Cytoskeleton	1.058	1.235	1.708	1.165	1.484	2.427	0.9611	1.436	2.079	1.002	1.833	2.501
-Cancers	-Cytoskeleton	0.1762	0.252	0.3036	0.1697	0.2371	0.292	0.06621	0.1265	0.1997	0.08831	0.1567	0.2254
-Immune System Diseases	-Cytoskeleton	0.008232	0.05077	0.1284	0.007588	0.04987	0.1593	0.02538	0.04816	0.08698	0.02578	0.05464	0.09316
-Neurodegenerative Diseases	-Cytoskeleton	0.1701	0.2832	0.5842	0.201	0.3451	0.9647	0.1992	0.5618	1.186	0.238	0.5959	1.374
-Cardiovascular Diseases	-Cytoskeleton	0.03111	0.09752	0.1575	0.01993	0.08363	0.1601	0.1056	0.1465	0.3141	0.06792	0.09574	0.3106
-Metabolic Diseases	-Cytoskeleton	0	0	0.02775	0	0	0.02914	0	0	0.1516	0	0	0.2679
-Infectious Diseases	-Cytoskeleton	0.3646	0.4805	0.6381	0.4234	0.5893	0.8546	0.2322	0.3264	0.5255	0.2884	0.3848	0.6365
Not Mapped	-Cytoskeleton	4.238	4.387	4.928	5.273	5.718	6.754	2.732	3.217	3.772	3.087	3.707	4.405
-Not Mapped	-Cytoskeleton	4.238	4.387	4.928	5.273	5.718	6.754	2.732	3.217	3.772	3.087	3.707	4.405
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	77.19	91.78	120.1	89.94	105.8	132.4	58.39	82.18	120	58.58	84.23	114.1
MAPPED	-Cell Growth and Death	60.18	71.55	93.6	69.12	81.29	101.8	48.3	67.98	99.25	48.76	70.12	94.95
Genetic Information Processing	-Cell Growth and Death	23.92	28.24	37.36	28.39	34.05	41.56	19.3	26.74	40.47	19.2	27.29	38.04
-Transcription	-Cell Growth and Death	2.878	3.632	4.813	3.316	4.193	5.359	2.42	3.397	5.144	2.268	3.353	4.571
-Translation	-Cell Growth and Death	8.029	9.854	12.52	11.56	14.09	17.19	5.413	7.994	11.14	5.394	7.78	10.52
-Folding, Sorting and Degradation	-Cell Growth and Death	8.041	9.143	11.77	8.209	9.85	11.52	8.798	11.98	17.59	8.696	12.18	16.5
-DNA Maintenance	-Cell Growth and Death	4.799	5.338	7.076	5.088	5.714	7.246	2.665	3.901	6.406	2.844	4.08	6.244
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	2.774	3.937	5.687	3.036	4.038	5.667	1.006	1.68	1.839	0.9609	1.567	1.813
-Signal Transduction	-Cell Growth and Death	0.4977	0.9823	1.479	0.6261	1.078	1.435	0.2397	0.484	0.8805	0.2517	0.5207	1.02
-Signaling Molecules and Interaction	-Cell Growth and Death	1.853	2.611	4.229	1.958	2.694	4.466	0.6329	1.027	1.567	0.5675	0.8706	1.39
Cellular Processes	-Cell Growth and Death	8.246	9.564	11.86	8.706	10.15	12.36	6.441	8.202	10.5	5.569	7.323	9.31
-Cell structure	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	2.339	3.174	3.917	3.051	4.331	4.701	1.141	1.597	2.217	1.064	1.733	2.084
-Cytoskeleton	-Cell Growth and Death	4.003	4.316	5.511	3.703	4.207	5.212	3.583	4.37	6.178	2.816	3.822	5.241
-Cell Motility	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0.6618	0.9034	1.443	0.5901	0.8503	1.27	0.5152	0.8634	2.303	0.4847	0.8477	2.247
Metabolism	-Cell Growth and Death	14.77	17.31	22.62	17	19.87	24.27	14.81	20.88	30.23	15.8	22.29	31.08
-Membrane Transport	-Cell Growth and Death	0.2225	0.3013	0.4788	0.2192	0.2952	0.4874	0.08355	0.1493	0.2481	0.08163	0.1272	0.2055
-Central Carbon Metabolism	-Cell Growth and Death	1.195	2.383	3.076	1.13	2.618	3.935	1.727	5.116	6.217	1.905	5.775	7.033
-Energy Metabolism	-Cell Growth and Death	0.3751	0.6491	0.8462	0.4372	0.7047	0.8943	1.004	1.488	2.686	1.158	1.773	2.293
-Biosynthesis	-Cell Growth and Death	2.971	4.58	4.893	3.535	4.994	5.85	3.895	4.665	6.994	4.001	4.876	7.006
-Other Enzymes	-Cell Growth and Death	7.823	10.2	13.91	9.017	11.2	13.79	6.65	10.16	15.21	7.556	11.33	16.11
Organismal Systems	-Cell Growth and Death	4.997	5.405	7.523	6.244	6.77	8.822	2.627	3.8	5.87	2.477	3.579	5.319
-Immune System	-Cell Growth and Death	2.584	3.036	4.079	3.459	3.951	5.666	1.151	1.771	2.316	1.083	1.817	2.421
-Endocrine System	-Cell Growth and Death	0.214	0.7076	0.7753	0.2977	0.6594	0.8122	0.4247	0.6481	0.8314	0.3414	0.4157	0.6869
-Circulatory System	-Cell Growth and Death	0.03392	0.1199	0.2045	0.04589	0.1197	0.2303	0.09035	0.1866	0.3639	0.08526	0.163	0.3308
-Digestive System	-Cell Growth and Death	0.2807	0.388	0.5106	0.2387	0.398	0.525	0.06919	0.1029	0.2403	0.0534	0.07589	0.2658
-Excretory System	-Cell Growth and Death	0.273	0.3756	0.8801	0.3074	0.4046	0.7517	0.2709	0.444	0.661	0.2697	0.35	0.5743
-Nervous System	-Cell Growth and Death	0.1109	0.4465	0.791	0.1053	0.5011	0.7598	0.06778	0.2803	1.121	0.0494	0.2733	0.9347
-Sensory System	-Cell Growth and Death	0	0.04638	0.07935	0	0.06132	0.07298	0	0.009918	0.03692	0	0.01168	0.02128
-Development	-Cell Growth and Death	0.1235	0.3474	0.5564	0.1581	0.3747	0.5775	0.04929	0.138	0.3157	0.04714	0.09889	0.2653
-Environmental Adaptation	-Cell Growth and Death	0	0.01971	0.1979	0	0.0198	0.3053	0	0.03246	0.2542	0	0.02838	0.1968
Human Diseases	-Cell Growth and Death	4.689	6.122	7.987	4.972	6.384	9.854	4.004	6.299	10.35	4.035	5.986	9.763
-Cancers	-Cell Growth and Death	0.8583	1.096	1.457	0.8542	1.019	1.522	0.3834	0.5333	0.8423	0.4059	0.6122	0.8573
-Immune System Diseases	-Cell Growth and Death	0.03305	0.2798	0.527	0.02996	0.2435	0.5901	0.09374	0.2824	0.3471	0.08197	0.2268	0.2986
-Neurodegenerative Diseases	-Cell Growth and Death	0.9019	1.296	2.541	1.013	1.488	3.984	0.976	2.658	5.244	1.003	2.367	5.127
-Cardiovascular Diseases	-Cell Growth and Death	0.1343	0.4145	0.7784	0.08595	0.3593	0.6499	0.4614	0.7256	1.264	0.2573	0.4238	0.9954
-Metabolic Diseases	-Cell Growth and Death	0	0	0.1529	0	0	0.1519	0	0	0.5599	0	0	0.8519
-Infectious Diseases	-Cell Growth and Death	1.464	2.454	2.773	1.672	3.097	3.263	0.8772	1.692	2.673	0.9502	1.78	2.468
Not Mapped	-Cell Growth and Death	17.01	20.23	26.46	20.82	24.49	30.65	10.09	14.2	20.73	9.816	14.12	19.11
-Not Mapped	-Cell Growth and Death	17.01	20.23	26.46	20.82	24.49	30.65	10.09	14.2	20.73	9.816	14.12	19.11
TOTAL	-Cell Communication	71	97.56	113.2	87.02	127.3	142.7	52.11	97.27	113.3	50.76	99.65	120.9
MAPPED	-Cell Communication	55.35	76.05	88.22	66.88	97.82	109.6	43.11	80.46	93.74	42.26	82.95	100.6
Genetic Information Processing	-Cell Communication	22.4	29.9	35.28	27.8	39.58	44.78	17.58	31.75	37.45	16.93	31.04	39.62
-Transcription	-Cell Communication	2.839	3.846	4.596	3.443	4.979	5.916	2.234	4.032	4.701	2.034	3.893	4.679
-Translation	-Cell Communication	7.494	10.43	12.13	11.35	16.83	18.74	4.837	9.218	10.73	4.681	9.079	11.13
-Folding, Sorting and Degradation	-Cell Communication	7.555	9.634	11.84	7.861	10.77	12.81	7.641	13.71	17.08	7.341	13.48	17.94
-DNA Maintenance	-Cell Communication	4.511	5.986	7.251	4.886	7	8.358	2.553	4.778	5.918	2.669	4.587	6.061
-RNA Family	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Communication	2.482	4.51	5.07	2.797	4.974	6.029	0.7986	1.731	2.213	0.6972	1.669	2.303
-Signal Transduction	-Cell Communication	0.4453	1.086	1.71	0.5516	1.131	1.826	0.1268	0.4171	0.7845	0.1465	0.4681	0.885
-Signaling Molecules and Interaction	-Cell Communication	2.037	2.827	3.979	2.246	3.377	4.961	0.6718	1.164	1.428	0.5507	1.077	1.353
Cellular Processes	-Cell Communication	6.979	9.154	12.04	7.747	10.76	13.32	4.559	8.98	12.04	4.085	8.075	12.14
-Cell structure	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Crystallins	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Communication	2.315	2.839	4.177	3.072	3.816	5.859	0.9238	1.59	2.336	0.9036	1.542	2.837
-Cytoskeleton	-Cell Communication	3.014	4.431	5.836	2.969	4.767	5.715	2.162	4.996	7.084	1.737	4.083	6.495
-Cell Motility	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Communication	0.6506	1.059	1.275	0.7058	1.135	1.299	0.3985	0.9546	1.621	0.4275	0.9727	1.699
-Cell Communication	-Cell Communication	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism	-Cell Communication	12.97	18.84	23.31	14.83	22.82	28.81	12.68	25.98	28.74	13.83	29.02	32.6
-Membrane Transport	-Cell Communication	0.1991	0.3136	0.5134	0.1931	0.3352	0.5872	0.08347	0.147	0.1923	0.0817	0.1447	0.2105
-Central Carbon Metabolism	-Cell Communication	1.465	2.337	2.776	1.454	2.704	4.308	2.144	3.655	7.332	2.432	4.005	8.374
-Energy Metabolism	-Cell Communication	0.46	0.6383	0.9018	0.5628	0.771	1.07	0.9009	1.489	2.237	1.02	1.838	2.407
-Biosynthesis	-Cell Communication	2.658	4.737	5.679	3.114	6.36	7.399	2.782	4.76	7.562	2.764	4.757	8.255
-Other Enzymes	-Cell Communication	7.565	10.04	13.61	8.572	11.79	18.05	6.061	10.24	15.68	6.408	11.47	17.85
Organismal Systems	-Cell Communication	4.836	5.897	6.746	6.227	7.591	8.795	2.545	4.181	5.354	2.367	3.592	5.248
-Immune System	-Cell Communication	2.653	3.177	3.787	3.999	4.49	5.086	1.006	1.605	2.266	1.078	1.57	2.593
-Endocrine System	-Cell Communication	0.2624	0.6734	1.093	0.3513	0.7106	1.16	0.2875	0.5939	1.051	0.1483	0.4885	0.8855
-Circulatory System	-Cell Communication	0.03592	0.1335	0.182	0.04043	0.1475	0.206	0.1214	0.1754	0.3025	0.1145	0.1674	0.277
-Digestive System	-Cell Communication	0.1998	0.4309	0.5151	0.1994	0.4681	0.5937	0.04287	0.1092	0.1895	0.03499	0.09652	0.1987
-Excretory System	-Cell Communication	0.2765	0.4019	0.6101	0.3092	0.4101	0.6856	0.2152	0.4903	0.619	0.1918	0.3681	0.5758
-Nervous System	-Cell Communication	0.1675	0.4809	0.683	0.1784	0.4986	0.7776	0.1316	0.3331	0.6303	0.1019	0.3398	0.6162
-Sensory System	-Cell Communication	0	0.05835	0.08097	0	0.06382	0.08969	0	0.01471	0.02637	0	0.01053	0.01985
-Development	-Cell Communication	0.1367	0.3659	0.6569	0.1798	0.4076	0.7587	0.03584	0.1213	0.3033	0.03655	0.1134	0.28
