Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Cell structure	-Digestive System	44850	Inf	Inf	1529	Inf	Inf	6896000	Inf	Inf
-Crystallins	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Digestive System	25.5	Inf	Inf	45.58	Inf	Inf	6390	Inf	Inf
-Vesicular Transport	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Digestive System	1042	Inf	Inf	26.58	Inf	Inf	181100	Inf	Inf
-Cell Motility	-Digestive System	63.01	Inf	Inf	2.356	Inf	Inf	3129	Inf	Inf
-Cell Growth and Death	-Digestive System	1221	Inf	Inf	18.7	Inf	Inf	180900	Inf	Inf
-Cell Communication	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Digestive System	145400	Inf	Inf	4743	Inf	Inf	30490000	Inf	Inf
-Membrane Transport	-Digestive System	26580	Inf	Inf	960.9	Inf	Inf	6303000	Inf	Inf
-Central Carbon Metabolism	-Digestive System	17890	Inf	Inf	584.9	Inf	Inf	2888000	Inf	Inf
-Energy Metabolism	-Digestive System	9989	Inf	Inf	213.8	Inf	Inf	1410000	Inf	Inf
-Biosynthesis	-Digestive System	36220	Inf	Inf	1352	Inf	Inf	7927000	Inf	Inf
-Other Enzymes	-Digestive System	47780	Inf	Inf	1498	Inf	Inf	9023000	Inf	Inf
Organismal Systems	-Digestive System	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Digestive System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Excretory System	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Human Diseases	-Digestive System	1182	Inf	Inf	66.29	Inf	Inf	233200	Inf	Inf
-Cancers	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Immune System Diseases	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Digestive System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Digestive System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Digestive System	903	Inf	Inf	38.79	Inf	Inf	114800	Inf	Inf
Not Mapped	-Digestive System	53070	Inf	Inf	1651	Inf	Inf	8973000	Inf	Inf
-Not Mapped	-Digestive System	53070	Inf	Inf	1651	Inf	Inf	8973000	Inf	Inf
TOTAL	-Excretory System	39510	Inf	Inf	14280	Inf	Inf	53360	Inf	Inf
MAPPED	-Excretory System	36250	Inf	Inf	12510	Inf	Inf	48750	Inf	Inf
Genetic Information Processing	-Excretory System	23210	Inf	Inf	5200	Inf	Inf	27590	Inf	Inf
-Transcription	-Excretory System	658.5	Inf	Inf	314	Inf	Inf	961.8	Inf	Inf
-Translation	-Excretory System	19760	Inf	Inf	3914	Inf	Inf	22970	Inf	Inf
-Folding, Sorting and Degradation	-Excretory System	1872	Inf	Inf	621.3	Inf	Inf	2632	Inf	Inf
-DNA Maintenance	-Excretory System	666.4	Inf	Inf	274.8	Inf	Inf	735.7	Inf	Inf
-RNA Family	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Excretory System	408.2	Inf	Inf	130.8	Inf	Inf	532.5	Inf	Inf
-Signal Transduction	-Excretory System	132.4	Inf	Inf	70.68	Inf	Inf	211.3	Inf	Inf
-Signaling Molecules and Interaction	-Excretory System	275.7	Inf	Inf	59.21	Inf	Inf	321.1	Inf	Inf
Cellular Processes	-Excretory System	2909	Inf	Inf	1741	Inf	Inf	3733	Inf	Inf
-Cell structure	-Excretory System	2760	Inf	Inf	1639	Inf	Inf	3536	Inf	Inf
-Crystallins	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Excretory System	1.569	Inf	Inf	48.86	Inf	Inf	3.277	Inf	Inf
-Vesicular Transport	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Excretory System	64.12	Inf	Inf	28.49	Inf	Inf	92.86	Inf	Inf
-Cell Motility	-Excretory System	4.502	Inf	Inf	2.715	Inf	Inf	2.143	Inf	Inf
-Cell Growth and Death	-Excretory System	75.16	Inf	Inf	20.04	Inf	Inf	92.77	Inf	Inf
-Cell Communication	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Excretory System	8947	Inf	Inf	5084	Inf	Inf	15640	Inf	Inf
-Membrane Transport	-Excretory System	1636	Inf	Inf	1030	Inf	Inf	3232	Inf	Inf
-Central Carbon Metabolism	-Excretory System	1101	Inf	Inf	700.3	Inf	Inf	1481	Inf	Inf
-Energy Metabolism	-Excretory System	520	Inf	Inf	175.3	Inf	Inf	658.5	Inf	Inf
-Biosynthesis	-Excretory System	2229	Inf	Inf	1395	Inf	Inf	4030	Inf	Inf
-Other Enzymes	-Excretory System	2886	Inf	Inf	1450	Inf	Inf	4004	Inf	Inf
Organismal Systems	-Excretory System	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Excretory System	-Excretory System	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
-Nervous System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
Human Diseases	-Excretory System	72.75	Inf	Inf	77.12	Inf	Inf	119.6	Inf	Inf
-Cancers	-Excretory System	0	Inf	Inf	0	Inf	Inf	0	Inf	Inf
-Immune System Diseases	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Excretory System	0.06154	Inf	NaN	1.242	Inf	NaN	0.06154	Inf	NaN
-Cardiovascular Diseases	-Excretory System	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Excretory System	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Infectious Diseases	-Excretory System	38.41	Inf	Inf	40.65	Inf	Inf	23.17	Inf	Inf
Not Mapped	-Excretory System	3266	Inf	Inf	1769	Inf	Inf	4602	Inf	Inf
-Not Mapped	-Excretory System	3266	Inf	Inf	1769	Inf	Inf	4602	Inf	Inf
TOTAL	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Nervous System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Nervous System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Nervous System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Nervous System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Nervous System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Nervous System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Sensory System	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Sensory System	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Sensory System	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Sensory System	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell structure	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Vesicular Transport	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cytoskeleton	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Circulatory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Excretory System	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Nervous System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Development	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
Human Diseases	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune System Diseases	-Development	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Neurodegenerative Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Cardiovascular Diseases	-Development	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Metabolic Diseases	-Development	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Development	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Environmental Adaptation	47690	Inf	Inf	43050	Inf	Inf	60490	Inf	Inf
MAPPED	-Environmental Adaptation	43750	Inf	Inf	37720	Inf	Inf	55270	Inf	Inf
Genetic Information Processing	-Environmental Adaptation	28270	Inf	Inf	15790	Inf	Inf	31540	Inf	Inf
-Transcription	-Environmental Adaptation	799.1	Inf	Inf	957.1	Inf	Inf	1111	Inf	Inf
-Translation	-Environmental Adaptation	23850	Inf	Inf	11820	Inf	Inf	26050	Inf	Inf
-Folding, Sorting and Degradation	-Environmental Adaptation	2521	Inf	Inf	2088	Inf	Inf	3246	Inf	Inf
-DNA Maintenance	-Environmental Adaptation	990.6	Inf	Inf	921.2	Inf	Inf	994.9	Inf	Inf
-RNA Family	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Environmental Information Processing	-Environmental Adaptation	486.7	Inf	Inf	386.7	Inf	Inf	591.6	Inf	Inf
-Signal Transduction	-Environmental Adaptation	154	Inf	Inf	208.2	Inf	Inf	227.5	Inf	Inf
-Signaling Molecules and Interaction	-Environmental Adaptation	332.7	Inf	Inf	178.5	Inf	Inf	364.1	Inf	Inf
Cellular Processes	-Environmental Adaptation	3522	Inf	Inf	5263	Inf	Inf	4248	Inf	Inf
-Cell structure	-Environmental Adaptation	3331	Inf	Inf	4941	Inf	Inf	4009	Inf	Inf
-Crystallins	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Stress Response	-Environmental Adaptation	1.894	Inf	Inf	147.3	Inf	Inf	3.715	Inf	Inf
-Vesicular Transport	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Cytoskeleton	-Environmental Adaptation	77.39	Inf	Inf	85.91	Inf	Inf	105.3	Inf	Inf
-Cell Motility	-Environmental Adaptation	5.433	Inf	Inf	8.188	Inf	Inf	2.429	Inf	Inf
-Cell Growth and Death	-Environmental Adaptation	106.2	Inf	Inf	79.63	Inf	Inf	127.7	Inf	Inf
-Cell Communication	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
Metabolism	-Environmental Adaptation	10800	Inf	Inf	15330	Inf	Inf	17730	Inf	Inf
-Membrane Transport	-Environmental Adaptation	1974	Inf	Inf	3106	Inf	Inf	3699	Inf	Inf
-Central Carbon Metabolism	-Environmental Adaptation	1329	Inf	Inf	2036	Inf	Inf	1679	Inf	Inf
-Energy Metabolism	-Environmental Adaptation	741.9	Inf	Inf	691.2	Inf	Inf	819.9	Inf	Inf
-Biosynthesis	-Environmental Adaptation	3204	Inf	Inf	4377	Inf	Inf	4609	Inf	Inf
-Other Enzymes	-Environmental Adaptation	3374	Inf	Inf	4754	Inf	Inf	5017	Inf	Inf
Organismal Systems	-Environmental Adaptation	1	Inf	Inf	1	Inf	Inf	1	Inf	Inf
-Immune System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Endocrine System	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Circulatory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Digestive System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Excretory System	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Nervous System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Sensory System	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Development	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Environmental Adaptation	-Environmental Adaptation	1	NaN	NaN	1	NaN	NaN	1	NaN	NaN
Human Diseases	-Environmental Adaptation	116.4	Inf	Inf	215.6	Inf	Inf	144.2	Inf	Inf
-Cancers	-Environmental Adaptation	1.321	Inf	NaN	3.326	Inf	NaN	1.895	Inf	NaN
-Immune System Diseases	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Neurodegenerative Diseases	-Environmental Adaptation	0	Inf	NaN	0	Inf	NaN	0	Inf	NaN
-Cardiovascular Diseases	-Environmental Adaptation	0	NaN	NaN	0	NaN	NaN	0	NaN	NaN
-Metabolic Diseases	-Environmental Adaptation	41.69	Inf	NaN	60.43	Inf	NaN	48.96	Inf	NaN
-Infectious Diseases	-Environmental Adaptation	70.51	Inf	Inf	147.2	Inf	Inf	88.7	Inf	Inf
Not Mapped	-Environmental Adaptation	3941	Inf	Inf	5335	Inf	Inf	5217	Inf	Inf
-Not Mapped	-Environmental Adaptation	3941	Inf	Inf	5335	Inf	Inf	5217	Inf	Inf
TOTAL	Human Diseases	73.41	167.4	410	55.14	172.5	222.8	51.79	122.9	446.2
MAPPED	Human Diseases	67.35	153.6	376.1	48.3	151.1	195.2	47.33	112.3	407.7
Genetic Information Processing	Human Diseases	43.03	98.35	244.6	20.02	62.83	81.92	26.65	64.66	236.3
-Transcription	Human Diseases	1.238	3.213	8.554	1.326	4.072	5.273	0.9752	2.591	8.044
-Translation	Human Diseases	36.79	83.71	205.5	15.16	47.29	61.06	22.34	53.15	192.7
-Folding, Sorting and Degradation	Human Diseases	3.544	8.093	24.03	2.392	7.508	10.96	2.531	7.087	29.34
-DNA Maintenance	Human Diseases	1.456	3.721	8.512	1.14	3.563	4.623	0.8042	1.828	6.445
-RNA Family	Human Diseases	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Human Diseases	0.7545	1.947	4.45	0.4921	1.696	2.243	0.511	1.306	4.453
-Signal Transduction	Human Diseases	0.2422	0.779	1.589	0.2635	0.9165	1.267	0.1993	0.5661	1.767
-Signaling Molecules and Interaction	Human Diseases	0.5123	1.168	2.861	0.2286	0.7154	0.924	0.3117	0.7397	2.686
Cellular Processes	Human Diseases	5.399	12.34	30.6	6.717	21.06	27.37	3.619	8.602	31.22
-Cell structure	Human Diseases	5.128	11.69	28.63	6.329	19.8	25.57	3.433	8.146	29.58
-Crystallins	Human Diseases	0	0	0	0	0	0	0	0	0
-Stress Response	Human Diseases	0.002916	0.006649	0.01628	0.1887	0.5904	0.7625	0.003181	0.007548	0.02741
-Vesicular Transport	Human Diseases	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Human Diseases	0.1191	0.2717	0.6653	0.11	0.3442	0.4446	0.09015	0.2139	0.7766
-Cell Motility	Human Diseases	0.008503	0.03063	0.2881	0.01083	0.0473	0.2089	0.002081	0.01671	0.06196
-Cell Growth and Death	Human Diseases	0.141	0.3745	0.955	0.07887	0.2599	0.3794	0.09091	0.2184	0.9017
