Numerator	Denominator	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine	eco Li complete	eco Li minimal	eco Li without methionine
-Cytoskeleton	-Infectious Diseases	0.143	0.82	2.267	0.1686	0.378	0.6828	0.08542	0.8712	3.591
-Cell Motility	-Infectious Diseases	0.007715	0.05904	0.3074	0.01942	0.06325	0.1661	0.001081	0.0126	0.1835
-Cell Growth and Death	-Infectious Diseases	0.1932	1.283	3.115	0.177	0.4089	0.8279	0.1009	1.01	4.326
-Cell Communication	-Infectious Diseases	0	0	0	0	0	0	0	0	0
Metabolism	-Infectious Diseases	23.35	133.1	363.4	39.36	88.09	160.3	19.13	194.3	800.3
-Membrane Transport	-Infectious Diseases	4.214	23.28	63.72	7.361	15.75	29.24	3.437	33.89	141.2
-Central Carbon Metabolism	-Infectious Diseases	4.398	23.41	73.59	6.184	14.98	26.52	2.563	25.65	98.94
-Energy Metabolism	-Infectious Diseases	1.333	8.368	22.44	2.007	3.858	8.513	0.8145	8.087	29.11
-Biosynthesis	-Infectious Diseases	5.924	37.64	100.3	14.15	27.7	56.06	7.662	52.15	226.6
-Other Enzymes	-Infectious Diseases	6.408	40.38	107.5	9.659	27.01	53.07	3.72	46.66	198.4
Organismal Systems	-Infectious Diseases	0	0.0101	0.06779	0	0.0137	0.06559	0	0.004666	0.0568
-Immune System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Endocrine System	-Infectious Diseases	0	0	0.06779	0	0	0.0137	0	0	0.0568
-Circulatory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Digestive System	-Infectious Diseases	0	0	0.001719	0	0	0.02458	0	0	1.42e-06
-Excretory System	-Infectious Diseases	0	0	0.01503	0	0	0.01411	0	0	0.009584
-Nervous System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Sensory System	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Development	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Infectious Diseases	0	0	0.005531	0	0	0.007009	0	0	0.002752
Human Diseases	-Infectious Diseases	1	1.684	9.961	1.006	1.582	3.811	1	1.481	18.59
-Cancers	-Infectious Diseases	0	0.003874	0.03841	0	0.01281	0.0424	0	0.002409	0.0461
-Immune System Diseases	-Infectious Diseases	0	0	0.05142	0	0	0.01998	0	0	0.08231
-Neurodegenerative Diseases	-Infectious Diseases	0	8.218e-05	1.024	0	0.005669	2.125	0	3.308e-05	0.8378
-Cardiovascular Diseases	-Infectious Diseases	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Infectious Diseases	0	0	6.097	0	0	1.299	0	0	14.31
-Infectious Diseases	-Infectious Diseases	1	1	1	1	1	1	1	1	1
Not Mapped	-Infectious Diseases	8.33	47.77	132.1	12.58	28.21	50.96	4.914	50.11	206.6
-Not Mapped	-Infectious Diseases	8.33	47.77	132.1	12.58	28.21	50.96	4.914	50.11	206.6
TOTAL	Not Mapped	8.375	8.375	8.375	6.775	6.775	6.775	9.041	9.041	9.041
MAPPED	Not Mapped	7.375	7.375	7.375	5.775	5.775	5.775	8.041	8.041	8.041
Genetic Information Processing	Not Mapped	3.378	3.502	3.564	1.483	1.543	1.575	2.964	3.126	3.234
-Transcription	Not Mapped	0.09131	0.1286	0.1376	0.08563	0.101	0.1241	0.1054	0.1287	0.1531
-Translation	Not Mapped	2.777	2.794	2.805	1.057	1.065	1.07	2.354	2.368	2.378
-Folding, Sorting and Degradation	Not Mapped	0.3294	0.4199	0.4956	0.2147	0.2649	0.3127	0.3661	0.4833	0.6079
-DNA Maintenance	Not Mapped	0.1199	0.1397	0.1907	0.08781	0.09933	0.1231	0.1032	0.1199	0.1675
-RNA Family	Not Mapped	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Not Mapped	0.1058	0.1117	0.1182	0.05529	0.06014	0.06516	0.09107	0.09553	0.09993
-Signal Transduction	Not Mapped	0.02146	0.0273	0.03385	0.02186	0.02584	0.03173	0.0213	0.02575	0.03016
-Signaling Molecules and Interaction	Not Mapped	0.08439	0.08439	0.08442	0.03343	0.03343	0.0343	0.06977	0.06977	0.06978
Cellular Processes	Not Mapped	0.8868	0.8891	0.8969	0.9802	0.9825	0.9884	0.8072	0.81	0.8141
-Cell structure	Not Mapped	0.8451	0.8451	0.8451	0.9264	0.9264	0.9264	0.7686	0.7686	0.7686
-Crystallins	Not Mapped	0	0	0	0	0	0	0	0	0
-Stress Response	Not Mapped	0.0004805	0.0004805	0.0004805	0.02762	0.02762	0.02762	0.0007122	0.0007122	0.0007122
-Vesicular Transport	Not Mapped	0	0	0	0	0	0	0	0	0
-Cytoskeleton	Not Mapped	0.01717	0.01717	0.01717	0.0134	0.0134	0.0134	0.01738	0.01738	0.01738
-Cell Motility	Not Mapped	0.0008051	0.001748	0.005942	0.001157	0.002064	0.004873	0.0001534	0.0008882	0.001174
-Cell Growth and Death	Not Mapped	0.02301	0.02467	0.02892	0.01133	0.01295	0.01694	0.02016	0.02228	0.02708
-Cell Communication	Not Mapped	0	0	0	0	0	0	0	0	0
Metabolism	Not Mapped	2.713	2.786	2.811	3.033	3.122	3.137	3.792	3.877	3.9
-Membrane Transport	Not Mapped	0.4824	0.4929	0.5207	0.5525	0.5732	0.5849	0.6762	0.6884	0.6996
-Central Carbon Metabolism	Not Mapped	0.4725	0.528	0.5648	0.4426	0.4813	0.5527	0.4478	0.5155	0.5444
-Energy Metabolism	Not Mapped	0.1382	0.1706	0.1822	0.08487	0.1297	0.167	0.128	0.1639	0.1892
-Biosynthesis	Not Mapped	0.7059	0.7594	0.8229	0.8297	0.9819	1.1	0.8849	1.564	1.616
-Other Enzymes	Not Mapped	0.7304	0.8245	0.8765	0.7506	0.8901	1.036	0.7434	0.9375	1.611
Organismal Systems	Not Mapped	0	0.0003639	0.0006642	0	0.0005001	0.00164	0	0.0002749	0.0004662
-Immune System	Not Mapped	0	0	0	0	0	0	0	0	0
-Endocrine System	Not Mapped	0	0	0.0003639	0	0	0.0002689	0	0	0.0002749
-Circulatory System	Not Mapped	0	0	0	0	0	0	0	0	0
-Digestive System	Not Mapped	0	0	3.083e-05	0	0	0.0008714	0	0	2.834e-08
-Excretory System	Not Mapped	0	0	0.0002695	0	0	0.0005001	0	0	0.0001912
-Nervous System	Not Mapped	0	0	0	0	0	0	0	0	0
-Sensory System	Not Mapped	0	0	0	0	0	0	0	0	0
-Development	Not Mapped	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	Not Mapped	0	0	0.0003639	0	0	0.0002689	0	0	0.0002749
Human Diseases	Not Mapped	0.01886	0.06445	0.1886	0.02167	0.0463	0.1462	0.01745	0.1064	0.2851
-Cancers	Not Mapped	0	0.0004472	0.0004472	0	0.0008319	0.0008319	0	0.0004848	0.0004848
-Immune System Diseases	Not Mapped	0	0	0.0004636	0	0	0.0003664	0	0	0.0005811
-Neurodegenerative Diseases	Not Mapped	0	9.314e-06	0.06738	0	0.000347	0.08154	0	6.611e-06	0.08371
-Cardiovascular Diseases	Not Mapped	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	Not Mapped	0	0	0.05497	0	0	0.02549	0	0	0.101
-Infectious Diseases	Not Mapped	0.002812	0.01933	0.1154	0.01329	0.02904	0.06496	0.004789	0.01818	0.2012
Not Mapped	Not Mapped	1	1	1	1	1	1	1	1	1
-Not Mapped	Not Mapped	1	1	1	1	1	1	1	1	1
TOTAL	-Not Mapped	8.375	8.375	8.375	6.775	6.775	6.775	9.041	9.041	9.041
MAPPED	-Not Mapped	7.375	7.375	7.375	5.775	5.775	5.775	8.041	8.041	8.041
Genetic Information Processing	-Not Mapped	3.378	3.502	3.564	1.483	1.543	1.575	2.964	3.126	3.234
-Transcription	-Not Mapped	0.09131	0.1286	0.1376	0.08563	0.101	0.1241	0.1054	0.1287	0.1531
-Translation	-Not Mapped	2.777	2.794	2.805	1.057	1.065	1.07	2.354	2.368	2.378
-Folding, Sorting and Degradation	-Not Mapped	0.3294	0.4199	0.4956	0.2147	0.2649	0.3127	0.3661	0.4833	0.6079
-DNA Maintenance	-Not Mapped	0.1199	0.1397	0.1907	0.08781	0.09933	0.1231	0.1032	0.1199	0.1675
-RNA Family	-Not Mapped	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Not Mapped	0.1058	0.1117	0.1182	0.05529	0.06014	0.06516	0.09107	0.09553	0.09993
-Signal Transduction	-Not Mapped	0.02146	0.0273	0.03385	0.02186	0.02584	0.03173	0.0213	0.02575	0.03016
-Signaling Molecules and Interaction	-Not Mapped	0.08439	0.08439	0.08442	0.03343	0.03343	0.0343	0.06977	0.06977	0.06978
Cellular Processes	-Not Mapped	0.8868	0.8891	0.8969	0.9802	0.9825	0.9884	0.8072	0.81	0.8141
-Cell structure	-Not Mapped	0.8451	0.8451	0.8451	0.9264	0.9264	0.9264	0.7686	0.7686	0.7686
-Crystallins	-Not Mapped	0	0	0	0	0	0	0	0	0
-Stress Response	-Not Mapped	0.0004805	0.0004805	0.0004805	0.02762	0.02762	0.02762	0.0007122	0.0007122	0.0007122
-Vesicular Transport	-Not Mapped	0	0	0	0	0	0	0	0	0
-Cytoskeleton	-Not Mapped	0.01717	0.01717	0.01717	0.0134	0.0134	0.0134	0.01738	0.01738	0.01738
-Cell Motility	-Not Mapped	0.0008051	0.001748	0.005942	0.001157	0.002064	0.004873	0.0001534	0.0008882	0.001174
-Cell Growth and Death	-Not Mapped	0.02301	0.02467	0.02892	0.01133	0.01295	0.01694	0.02016	0.02228	0.02708
-Cell Communication	-Not Mapped	0	0	0	0	0	0	0	0	0
Metabolism	-Not Mapped	2.713	2.786	2.811	3.033	3.122	3.137	3.792	3.877	3.9
-Membrane Transport	-Not Mapped	0.4824	0.4929	0.5207	0.5525	0.5732	0.5849	0.6762	0.6884	0.6996
-Central Carbon Metabolism	-Not Mapped	0.4725	0.528	0.5648	0.4426	0.4813	0.5527	0.4478	0.5155	0.5444
-Energy Metabolism	-Not Mapped	0.1382	0.1706	0.1822	0.08487	0.1297	0.167	0.128	0.1639	0.1892
-Biosynthesis	-Not Mapped	0.7059	0.7594	0.8229	0.8297	0.9819	1.1	0.8849	1.564	1.616
-Other Enzymes	-Not Mapped	0.7304	0.8245	0.8765	0.7506	0.8901	1.036	0.7434	0.9375	1.611
Organismal Systems	-Not Mapped	0	0.0003639	0.0006642	0	0.0005001	0.00164	0	0.0002749	0.0004662
-Immune System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Endocrine System	-Not Mapped	0	0	0.0003639	0	0	0.0002689	0	0	0.0002749
-Circulatory System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Digestive System	-Not Mapped	0	0	3.083e-05	0	0	0.0008714	0	0	2.834e-08
-Excretory System	-Not Mapped	0	0	0.0002695	0	0	0.0005001	0	0	0.0001912
-Nervous System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Sensory System	-Not Mapped	0	0	0	0	0	0	0	0	0
-Development	-Not Mapped	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Not Mapped	0	0	0.0003639	0	0	0.0002689	0	0	0.0002749
Human Diseases	-Not Mapped	0.01886	0.06445	0.1886	0.02167	0.0463	0.1462	0.01745	0.1064	0.2851
-Cancers	-Not Mapped	0	0.0004472	0.0004472	0	0.0008319	0.0008319	0	0.0004848	0.0004848
-Immune System Diseases	-Not Mapped	0	0	0.0004636	0	0	0.0003664	0	0	0.0005811
-Neurodegenerative Diseases	-Not Mapped	0	9.314e-06	0.06738	0	0.000347	0.08154	0	6.611e-06	0.08371
-Cardiovascular Diseases	-Not Mapped	0	0	0	0	0	0	0	0	0
-Metabolic Diseases	-Not Mapped	0	0	0.05497	0	0	0.02549	0	0	0.101
-Infectious Diseases	-Not Mapped	0.002812	0.01933	0.1154	0.01329	0.02904	0.06496	0.004789	0.01818	0.2012
Not Mapped	-Not Mapped	1	1	1	1	1	1	1	1	1
-Not Mapped	-Not Mapped	1	1	1	1	1	1	1	1	1
