Numerator	Denominator	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a	hsa Krizhanovsky 2013 Normal	hsa Krizhanovsky 2013 Senescent	hsa Krizhanovsky 2013 Normal a	hsa Krizhanovsky 2013 Senescent a
-Membrane Transport	-Cytoskeleton	0.0001829	0.0005758	0.001414	0.0002883	0.0009193	0.00238	7.83e-05	0.0005249	0.001139	0.0003159	0.0006531	0.002404
-Central Carbon Metabolism	-Cytoskeleton	0.03817	0.09445	0.167	0.05188	0.1528	0.294	0.03129	0.07393	0.1385	0.05729	0.178	0.3455
-Energy Metabolism	-Cytoskeleton	0.01196	0.02804	0.05068	0.0135	0.03753	0.07011	0.008929	0.026	0.04362	0.01515	0.0458	0.08365
-Biosynthesis	-Cytoskeleton	0.04137	0.05512	0.08066	0.05152	0.07671	0.114	0.03336	0.0433	0.06858	0.05286	0.09014	0.1366
-Other Enzymes	-Cytoskeleton	0.135	0.1669	0.2581	0.1948	0.2814	0.3862	0.1145	0.1434	0.2414	0.2464	0.3105	0.4683
Organismal Systems	-Cytoskeleton	0.0837	0.1104	0.227	0.09961	0.1696	0.3739	0.07956	0.09673	0.181	0.1128	0.227	0.5149
-Immune System	-Cytoskeleton	0.008715	0.03589	0.05479	0.01595	0.05234	0.09521	0.006745	0.0311	0.04556	0.02146	0.07208	0.1288
-Endocrine System	-Cytoskeleton	0.003783	0.005735	0.03093	0.004248	0.008452	0.06078	0.004108	0.005428	0.02116	0.005008	0.01168	0.07089
-Circulatory System	-Cytoskeleton	0.01476	0.02811	0.07219	0.01826	0.03165	0.1136	0.01616	0.03007	0.04839	0.02433	0.03693	0.1643
-Digestive System	-Cytoskeleton	0.0003749	0.0008598	0.003565	0.0006061	0.001201	0.006476	0.0003418	0.0007231	0.00197	0.0006849	0.001632	0.006676
-Excretory System	-Cytoskeleton	0.002051	0.003908	0.01428	0.002725	0.004887	0.01894	0.001343	0.004882	0.01485	0.002874	0.005829	0.0247
-Nervous System	-Cytoskeleton	0.001644	0.002548	0.06129	0.002847	0.004764	0.09981	0.001246	0.002252	0.05642	0.002953	0.005917	0.1297
-Sensory System	-Cytoskeleton	0	0	0.00044	0	0	0.0006934	0	0	0.0003718	0	0	0.000843
-Development	-Cytoskeleton	0.002089	0.002875	0.03103	0.003183	0.005613	0.05513	0.001688	0.002098	0.0243	0.00361	0.007569	0.07607
-Environmental Adaptation	-Cytoskeleton	0	0.0002843	0.01623	0	0.0003695	0.02405	0	0.0002164	0.0139	0	0.0004075	0.02853
Human Diseases	-Cytoskeleton	0.2387	0.2842	0.5578	0.3256	0.4535	0.9789	0.1931	0.2259	0.388	0.3443	0.5628	1.35
-Cancers	-Cytoskeleton	0.003435	0.006111	0.03611	0.004996	0.009501	0.05369	0.003245	0.0056	0.02866	0.008945	0.01432	0.05519
-Immune System Diseases	-Cytoskeleton	0.01203	0.02668	0.06142	0.016	0.0472	0.1137	0.006571	0.01859	0.03589	0.01621	0.05798	0.136
-Neurodegenerative Diseases	-Cytoskeleton	0.03429	0.05414	0.1345	0.04427	0.06557	0.2083	0.03305	0.05224	0.1251	0.04348	0.07716	0.239
-Cardiovascular Diseases	-Cytoskeleton	0.03754	0.04963	0.08685	0.06418	0.09085	0.1574	0.02377	0.04009	0.05297	0.07393	0.1174	0.2165
-Metabolic Diseases	-Cytoskeleton	0	0	0.02127	0	0	0.04185	0	0	0.01429	0	0	0.05079
-Infectious Diseases	-Cytoskeleton	0.03377	0.07514	0.3731	0.04679	0.111	0.6958	0.0291	0.07448	0.2454	0.04844	0.1482	0.9915
Not Mapped	-Cytoskeleton	0.4829	0.6208	0.6503	0.5886	0.9341	1.013	0.4659	0.5513	0.571	0.6472	1.221	1.326
-Not Mapped	-Cytoskeleton	0.4829	0.6208	0.6503	0.5886	0.9341	1.013	0.4659	0.5513	0.571	0.6472	1.221	1.326
TOTAL	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Translation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Environmental Information Processing	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Stress Response	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Vesicular Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Cell Motility	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cell Growth and Death	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cell Communication	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Endocrine System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Circulatory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Digestive System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Excretory System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Nervous System	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Sensory System	-Cell Motility	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN	Inf	NaN	NaN
-Development	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Environmental Adaptation	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
Human Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Immune System Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Neurodegenerative Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cardiovascular Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Metabolic Diseases	-Cell Motility	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Infectious Diseases	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Cell Motility	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Cell Growth and Death	63.12	64.89	801.8	58.19	59.53	794.7	58.75	60.38	598	56.61	57.74	940.5
MAPPED	-Cell Growth and Death	52.38	53.85	665.4	48.07	49.18	656.5	48.59	49.93	494.5	46.47	47.4	772.1
Genetic Information Processing	-Cell Growth and Death	10.98	17.32	160.1	11.45	19.37	183.2	9.858	14.03	110.2	11.97	20.73	228.1
-Transcription	-Cell Growth and Death	0.7421	0.7896	9.426	0.8742	0.9341	12.03	0.578	0.608	5.673	0.8873	0.9548	14.91
-Translation	-Cell Growth and Death	3.775	3.907	48.38	4.147	4.423	57.19	3.202	3.257	32.61	4.147	4.84	69.43
-Folding, Sorting and Degradation	-Cell Growth and Death	5.513	7.137	80.25	5.465	7.111	88.78	4.745	6.644	58.83	5.336	7.617	114.5
-DNA Maintenance	-Cell Growth and Death	0.7313	5.879	22	0.693	7.239	25.24	0.7009	4.309	13.11	0.6912	8.132	29.31
-RNA Family	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Growth and Death	1.119	1.988	19.79	1.11	2.17	25.29	1.269	1.85	14.3	1.22	2.226	31.9
-Signal Transduction	-Cell Growth and Death	0.0358	0.3155	1.212	0.04014	0.3029	1.261	0.03138	0.3386	0.9671	0.05242	0.2747	1.778
-Signaling Molecules and Interaction	-Cell Growth and Death	0.818	1.44	18.58	0.8323	1.669	24.03	0.9611	1.362	13.44	1.003	1.738	30.13
Cellular Processes	-Cell Growth and Death	19.09	20.44	233.5	12.52	13.85	160.4	20.22	21.7	199.6	10.1	11.24	154
-Crystallins	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Growth and Death	0.4367	0.5676	5.072	0.3299	0.4255	4.194	0.4649	0.6218	4.238	0.3148	0.4147	4.767
-Cytoskeleton	-Cell Growth and Death	16.6	18.06	214.3	10.04	11.4	140	17.89	19.36	185.8	7.734	8.918	131.9
-Cell Motility	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Communication	-Cell Growth and Death	0.3873	0.8468	13.1	0.4762	0.9101	15.2	0.2943	0.6819	8.528	0.4517	0.8335	16.42
Metabolism	-Cell Growth and Death	5.48	7.553	87.17	5.33	7.445	94.83	4.698	6.927	63.28	5.143	6.925	111.7
-Membrane Transport	-Cell Growth and Death	0.003037	0.01265	0.07774	0.002902	0.01596	0.08021	0.001401	0.01127	0.03456	0.002451	0.01287	0.07193
-Central Carbon Metabolism	-Cell Growth and Death	0.7666	1.789	18.34	0.7396	1.884	23.6	0.6592	1.598	11.26	0.7522	1.781	24.81
-Energy Metabolism	-Cell Growth and Death	0.2228	0.4833	7.89	0.2355	0.3821	9.814	0.1691	0.5006	6.272	0.242	0.3648	10.84
-Biosynthesis	-Cell Growth and Death	0.7692	0.989	17.29	0.7317	0.8991	15.96	0.6338	0.8475	12.75	0.6641	0.8764	18.02
-Other Enzymes	-Cell Growth and Death	2.428	3.831	35.78	2.221	3.876	39.39	2.205	3.55	26.65	2.197	3.622	48.4
Organismal Systems	-Cell Growth and Death	1.668	2.053	68.36	1.552	2.001	77.53	1.532	1.857	47.09	1.698	2.04	91.4
-Immune System	-Cell Growth and Death	0.1564	0.6881	10.49	0.1734	0.6722	10.32	0.132	0.6677	8.386	0.1812	0.6897	12.36
-Endocrine System	-Cell Growth and Death	0.06965	0.1144	1.435	0.06539	0.1033	1.339	0.07502	0.1132	1.228	0.0701	0.1075	1.73
-Circulatory System	-Cell Growth and Death	0.2636	0.6176	11.93	0.2082	0.5224	13.06	0.2999	0.6461	5.859	0.217	0.5467	17.94
-Digestive System	-Cell Growth and Death	0.006727	0.0156	0.1843	0.006591	0.01374	0.1854	0.006688	0.01452	0.1344	0.005783	0.01454	0.2297
-Excretory System	-Cell Growth and Death	0.07027	0.189	0.4396	0.05555	0.1635	0.3815	0.06207	0.1889	0.4089	0.05199	0.1629	0.3789
-Nervous System	-Cell Growth and Death	0.02745	0.04681	13.14	0.02857	0.0518	13.97	0.02229	0.0436	10.48	0.02284	0.04591	17.11
-Sensory System	-Cell Growth and Death	0	0	0.007344	0	0	0.006959	0	0	0.006838	0	0	0.00652
-Development	-Cell Growth and Death	0.04659	0.05066	0.8657	0.05501	0.05633	1.176	0.03666	0.04458	0.5459	0.05606	0.05881	1.344
-Environmental Adaptation	-Cell Growth and Death	0	0.01128	0.3018	0	0.01335	0.2838	0	0.01143	0.269	0	0.01568	0.2723
Human Diseases	-Cell Growth and Death	4.437	5.601	57.07	4.353	5.691	58.17	3.758	4.725	41.97	4.066	5.5	66.36
-Cancers	-Cell Growth and Death	0.07698	0.1681	1.31	0.07597	0.1456	1.339	0.07842	0.1764	1.021	0.08951	0.165	1.605
-Immune System Diseases	-Cell Growth and Death	0.2765	0.6762	2.579	0.264	0.7424	3.357	0.1411	0.3891	1.552	0.24	0.6746	4.841
-Neurodegenerative Diseases	-Cell Growth and Death	0.6132	1.189	35.27	0.4443	0.7994	33.31	0.6251	1.115	26.62	0.453	0.6946	35.26
-Cardiovascular Diseases	-Cell Growth and Death	0.692	1.476	10.18	0.7757	1.621	11.98	0.5243	0.9361	7.225	0.7748	1.724	14.5
-Metabolic Diseases	-Cell Growth and Death	0	0	0.3726	0	0	0.4551	0	0	0.2718	0	0	0.4288
-Infectious Diseases	-Cell Growth and Death	0.6278	1.484	7.733	0.6285	1.47	8.518	0.5633	1.411	5.536	0.622	1.53	9.833
Not Mapped	-Cell Growth and Death	10.74	11.04	136.4	10.12	10.35	138.1	10.16	10.45	103.5	10.14	10.34	168.4
-Not Mapped	-Cell Growth and Death	10.74	11.04	136.4	10.12	10.35	138.1	10.16	10.45	103.5	10.14	10.34	168.4
TOTAL	-Cell Communication	61.21	75.71	104.1	50.09	62.16	77.79	65.69	81.84	127.3	46.84	67.75	82.76
MAPPED	-Cell Communication	50.8	62.83	86.41	41.38	51.35	64.27	54.33	67.68	105.3	38.45	55.62	67.94
Genetic Information Processing	-Cell Communication	12.22	17.49	28.35	12.06	17.09	25.4	12.92	17.58	32.43	13.89	18.31	30.01
-Transcription	-Cell Communication	0.7196	0.8908	1.315	0.7462	0.9316	1.232	0.6216	0.8395	1.325	0.7327	1.068	1.369
-Translation	-Cell Communication	3.693	4.531	6.175	3.719	4.408	5.517	3.533	4.436	6.756	3.936	5.038	6.54
-Folding, Sorting and Degradation	-Cell Communication	6.126	6.673	12.25	5.486	6.005	10.33	6.175	7.549	14.68	5.186	6.97	11.94
-DNA Maintenance	-Cell Communication	1.115	2.014	8.542	1.084	2.076	9.798	1.298	2.382	7.518	1.275	2.262	12.16
-RNA Family	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	-Cell Communication	1.131	1.761	3.142	1.024	1.664	2.791	1.589	2.228	4.705	1.269	1.942	3.105
-Signal Transduction	-Cell Communication	0.04176	0.3007	0.9542	0.04411	0.2561	0.6149	0.04319	0.3581	1.518	0.06289	0.2816	0.5783
-Signaling Molecules and Interaction	-Cell Communication	0.8545	1.449	2.24	0.7756	1.581	2.341	1.264	1.812	2.951	1.043	1.834	2.722
Cellular Processes	-Cell Communication	17.82	22.99	31.85	10.34	13.31	20.7	22.1	30.38	44.09	8.122	11.95	20.46
-Crystallins	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	-Cell Communication	0.3872	0.6622	1.134	0.2759	0.4553	0.8477	0.4969	0.8557	1.286	0.2902	0.4974	0.8841
-Cytoskeleton	-Cell Communication	16.36	20.03	28.54	8.449	10.67	18.14	19.85	26.97	39.97	6.203	9.271	17.76
-Cell Motility	-Cell Communication	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	-Cell Communication	0.0579	1.167	1.58	0.04075	1.063	1.284	0.07627	1.376	2.11	0.03494	1.183	1.4
-Cell Communication	-Cell Communication	1	1	1	1	1	1	1	1	1	1	1	1
Metabolism	-Cell Communication	6.553	8.298	9.809	5.35	7.261	9.139	6.076	9.406	10.49	4.896	7.533	9.285
-Membrane Transport	-Cell Communication	0.003067	0.01307	0.0445	0.002678	0.009769	0.03623	0.001754	0.01375	0.05121	0.002513	0.006055	0.02849
-Central Carbon Metabolism	-Cell Communication	0.9054	2.147	3.263	0.8225	1.981	2.851	0.859	2.304	3.583	0.8668	2.078	2.872
-Energy Metabolism	-Cell Communication	0.317	0.5802	0.9519	0.3185	0.4539	0.8165	0.3193	0.7355	1.105	0.3415	0.479	0.8134
-Biosynthesis	-Cell Communication	0.9382	1.198	1.509	0.8296	1.038	1.106	0.9733	1.272	1.494	0.8758	0.9491	1.097
-Other Enzymes	-Cell Communication	2.453	3.389	6.365	2.006	2.954	5.906	2.276	3.883	7.45	1.926	3.27	6.271
Organismal Systems	-Cell Communication	1.685	2.588	4.877	1.432	2.352	3.649	2.015	3.092	6.312	1.767	2.841	3.991
-Immune System	-Cell Communication	0.1847	0.8008	1.026	0.1929	0.6787	1.052	0.1956	0.9057	1.268	0.2268	0.7813	1.119
-Endocrine System	-Cell Communication	0.07035	0.1294	0.5811	0.06033	0.09837	0.6458	0.09398	0.1576	0.5359	0.07293	0.1139	0.6573
-Circulatory System	-Cell Communication	0.2663	0.7559	1.573	0.1927	0.5937	1.083	0.3757	0.8886	1.934	0.2256	0.698	1.207
-Digestive System	-Cell Communication	0.007944	0.01873	0.06216	0.00733	0.01537	0.05472	0.009913	0.0213	0.03999	0.007237	0.01569	0.04141
-Excretory System	-Cell Communication	0.03356	0.1817	0.2946	0.0251	0.1167	0.2114	0.02928	0.2963	0.3677	0.02307	0.1161	0.228
-Nervous System	-Cell Communication	0.03295	0.05901	1.003	0.03037	0.05761	0.8761	0.02792	0.0702	1.145	0.02703	0.05426	0.8542
-Sensory System	-Cell Communication	0	0	0.008815	0	0	0.007397	0	0	0.01003	0	0	0.007714
-Development	-Cell Communication	0.04706	0.06081	0.6623	0.04793	0.06111	0.6702	0.04164	0.06538	0.7073	0.04695	0.06959	0.8037
-Environmental Adaptation	-Cell Communication	0	0.01257	0.3032	0	0.008072	0.2301	0	0.01358	0.287	0	0.007303	0.2105
Human Diseases	-Cell Communication	4.357	5.855	12.5	3.827	5.502	11.95	4.921	5.939	11.25	3.491	6.075	12.52
-Cancers	-Cell Communication	0.0599	0.1391	1.441	0.04221	0.1149	1.619	0.06441	0.1965	1.279	0.05548	0.1504	1.669
-Immune System Diseases	-Cell Communication	0.1969	0.6464	1.451	0.2209	0.6482	1.476	0.182	0.5117	1.096	0.202	0.6865	1.597
-Neurodegenerative Diseases	-Cell Communication	0.7266	1.388	3.122	0.4722	1.233	2.461	0.9167	1.535	3.916	0.536	1.394	2.448
-Cardiovascular Diseases	-Cell Communication	0.7771	1.491	1.84	0.7676	1.495	1.922	0.7958	1.234	1.536	0.7283	1.794	2.287
-Metabolic Diseases	-Cell Communication	0	0	0.44	0	0	0.5062	0	0	0.4028	0	0	0.5367
-Infectious Diseases	-Cell Communication	0.5904	1.617	7.009	0.5386	1.185	7.394	0.6492	1.799	6.78	0.5987	1.356	9.192
Not Mapped	-Cell Communication	10.41	12.88	17.72	8.707	10.81	13.52	11.37	14.16	22.03	8.387	12.13	14.82
-Not Mapped	-Cell Communication	10.41	12.88	17.72	8.707	10.81	13.52	11.37	14.16	22.03	8.387	12.13	14.82
TOTAL	Metabolism	7.718	8.866	11.11	7.157	8.219	10.4	7.85	9.062	12.14	7.445	8.419	10.83
MAPPED	Metabolism	6.405	7.357	9.218	5.913	6.79	8.593	6.492	7.494	10.04	6.112	6.911	8.888
Genetic Information Processing	Metabolism	1.385	1.836	3.248	1.428	1.948	3.718	1.309	1.763	3.092	1.581	2.119	4.207
-Transcription	Metabolism	0.09496	0.1045	0.1403	0.1122	0.1232	0.1647	0.08053	0.08877	0.1262	0.1224	0.1335	0.1791
-Translation	Metabolism	0.4669	0.5313	0.6586	0.5302	0.5895	0.7376	0.4255	0.4942	0.6441	0.5626	0.6495	0.8038
-Folding, Sorting and Degradation	Metabolism	0.6557	0.9205	1.307	0.6571	0.9362	1.382	0.6264	0.9296	1.4	0.6895	1.025	1.481
-DNA Maintenance	Metabolism	0.09224	0.2524	1.142	0.08645	0.2662	1.434	0.09792	0.2072	0.9221	0.09133	0.2624	1.684
-RNA Family	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
Environmental Information Processing	Metabolism	0.1427	0.2326	0.3351	0.1457	0.2667	0.3258	0.1817	0.241	0.4486	0.1762	0.2856	0.3813
-Signal Transduction	Metabolism	0.004258	0.03371	0.1131	0.004827	0.03306	0.08221	0.004143	0.04053	0.1672	0.006773	0.0326	0.07341
-Signaling Molecules and Interaction	Metabolism	0.103	0.2131	0.2391	0.1068	0.2346	0.2744	0.1344	0.2096	0.2814	0.1384	0.261	0.3135
Cellular Processes	Metabolism	2.573	2.696	3.398	1.684	1.796	2.443	3.023	3.154	4.204	1.379	1.551	2.326
-Crystallins	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular Transport	Metabolism	0.05781	0.06756	0.1416	0.04422	0.0515	0.1245	0.06696	0.08465	0.1699	0.04267	0.05527	0.1286
-Cytoskeleton	Metabolism	2.248	2.458	3.045	1.352	1.49	2.176	2.692	2.835	3.811	1.12	1.231	1.913
-Cell Motility	Metabolism	0	0	0	0	0	0	0	0	0	0	0	0
-Cell Growth and Death	Metabolism	0.008836	0.1261	0.1686	0.007616	0.1283	0.1716	0.01255	0.1398	0.2012	0.007136	0.138	0.1831
-Cell Communication	Metabolism	0.04886	0.1173	0.1503	0.0594	0.1337	0.1603	0.04111	0.1045	0.1348	0.05968	0.1308	0.1474
Metabolism	Metabolism	1	1	1	1	1	1	1	1	1	1	1	1
-Membrane Transport	Metabolism	0.0004111	0.001504	0.003475	0.0003898	0.001345	0.003513	0.0002123	0.001462	0.003344	0.0003539	0.0008038	0.003433
-Central Carbon Metabolism	Metabolism	0.1015	0.2518	0.3753	0.1013	0.2648	0.3976	0.09516	0.2449	0.3755	0.109	0.2674	0.3871
-Energy Metabolism	Metabolism	0.03404	0.06653	0.1147	0.02938	0.05288	0.1035	0.03402	0.0737	0.1174	0.03198	0.05497	0.1029
-Biosynthesis	Metabolism	0.1202	0.1309	0.1983	0.1121	0.1226	0.1683	0.1166	0.1275	0.2014	0.1088	0.1266	0.1613
-Other Enzymes	Metabolism	0.3057	0.4702	0.7136	0.285	0.4299	0.7277	0.3083	0.492	0.7256	0.3032	0.4333	0.7261
Organismal Systems	Metabolism	0.219	0.2914	0.6041	0.208	0.2876	0.5905	0.2142	0.2848	0.5912	0.2234	0.3064	0.6522
-Immune System	Metabolism	0.0207	0.09719	0.1335	0.02377	0.1066	0.139	0.01905	0.1086	0.1488	0.02625	0.1107	0.1553
-Endocrine System	Metabolism	0.00943	0.0138	0.07002	0.008782	0.01315	0.08894	0.01137	0.01586	0.05697	0.01012	0.0149	0.08725
-Circulatory System	Metabolism	0.03342	0.07684	0.2024	0.02672	0.06432	0.1978	0.04352	0.09027	0.1634	0.02995	0.07205	0.23
-Digestive System	Metabolism	0.0008906	0.002208	0.009486	0.0009032	0.001955	0.01023	0.0009655	0.002226	0.006436	0.0008379	0.002056	0.008458
-Excretory System	Metabolism	0.005043	0.009988	0.03649	0.004023	0.007321	0.03022	0.003945	0.01505	0.04027	0.003392	0.007174	0.03169
-Nervous System	Metabolism	0.003863	0.008543	0.1507	0.004015	0.007669	0.1473	0.003378	0.00928	0.1657	0.003431	0.007076	0.1531
-Sensory System	Metabolism	0	0	0.001034	0	0	0.000978	0	0	0.001048	0	0	0.0009793
-Development	Metabolism	0.005653	0.007131	0.0763	0.006687	0.007917	0.08258	0.004898	0.006834	0.07135	0.007388	0.008834	0.09305
-Environmental Adaptation	Metabolism	0	0.0006989	0.04627	0	0.0005454	0.04301	0	0.0006356	0.04724	0	0.0004809	0.04299
Human Diseases	Metabolism	0.6277	0.7848	1.263	0.6135	0.737	1.432	0.5602	0.7185	1.068	0.594	0.7712	1.662
-Cancers	Metabolism	0.009141	0.0156	0.1028	0.00789	0.01425	0.1168	0.0106	0.01914	0.08833	0.01133	0.01752	0.1165
-Immune System Diseases	Metabolism	0.02959	0.08513	0.1488	0.03174	0.09436	0.1713	0.01863	0.0544	0.1014	0.03102	0.09208	0.1768
-Neurodegenerative Diseases	Metabolism	0.08146	0.1415	0.4094	0.06244	0.09973	0.3903	0.09333	0.1493	0.4766	0.06804	0.09496	0.3609
-Cardiovascular Diseases	Metabolism	0.1167	0.1321	0.1998	0.1263	0.1473	0.2177	0.07325	0.125	0.1493	0.1298	0.1561	0.249
-Metabolic Diseases	Metabolism	0	0	0.04996	0	0	0.06236	0	0	0.04028	0	0	0.06213
-Infectious Diseases	Metabolism	0.08871	0.1822	0.8447	0.08633	0.1683	1.018	0.08748	0.2074	0.6932	0.08802	0.1724	1.22
Not Mapped	Metabolism	1.313	1.508	1.89	1.244	1.429	1.808	1.358	1.568	2.101	1.333	1.508	1.939
-Not Mapped	Metabolism	1.313	1.508	1.89	1.244	1.429	1.808	1.358	1.568	2.101	1.333	1.508	1.939
TOTAL	-Membrane Transport	2340	5130	20790	1963	3729	20050	2487	5363	41950	2080	4487	23100
MAPPED	-Membrane Transport	1942	4257	17250	1622	3081	16560	2057	4435	34690	1707	3683	18960
Genetic Information Processing	-Membrane Transport	528.3	971.6	5704	550	1240	6643	520.9	1022	10020	719.7	1289	8411
-Transcription	-Membrane Transport	29.56	60.3	241.8	31.09	58.59	300.5	25.88	54.12	400.3	34.4	73.19	364.2
-Translation	-Membrane Transport	138.8	310.4	1230	139.2	279	1422	131.9	288.7	2218	150.3	330.9	1673
