Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
-Cancers	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Endocrine and Metabolic Diseases	NaN	NaN	NaN	NaN	NaN
-Drug resistance	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Endocrine and Metabolic Diseases	Inf	Inf	Inf	Inf	Inf
TOTAL	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
MAPPED	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Transcription	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Translation	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Folding, Sorting and Degradation	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-DNA Maintenance	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-RNA Family	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Environmental Information Processing	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Signal Transduction	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Signaling Molecules and Interaction	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Cellular Processes	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Structure	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Crystallins	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Vesicular transport	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cytoskeleton	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Motility	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cell Growth and Death	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cellular Community	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
Metabolism	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Membrane Transport	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Central Carbon Metabolism	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Energy Metabolism	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Biosynthesis	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Other Enzymes	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Organismal Systems	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Immune System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Circulatory System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Digestive System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Excretory System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Nervous System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Sensory System	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Development	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Environmental Adaptation	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
Human Diseases	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Cancers	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Immune Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-Infectious Diseases	NaN	NaN	NaN	NaN	NaN
-Drug resistance	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
Not Mapped	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-Infectious Diseases	Inf	Inf	Inf	Inf	Inf
TOTAL	-Drug resistance	5049000	6041000	8049000	9329000	10490000
MAPPED	-Drug resistance	4607000	5607000	7527000	8781000	9897000
Genetic Information Processing	-Drug resistance	1950000	2490000	3578000	4372000	5294000
-Transcription	-Drug resistance	248200	308900	401500	435400	489400
-Translation	-Drug resistance	1193000	1565000	2376000	3045000	3810000
-Folding, Sorting and Degradation	-Drug resistance	382300	469500	621100	706200	799500
-DNA Maintenance	-Drug resistance	126400	147500	179800	185000	195300
-RNA Family	-Drug resistance	0.5	0.5	0.5	0.5	0.5
Environmental Information Processing	-Drug resistance	62620	55750	60270	58760	57600
-Signal Transduction	-Drug resistance	62220	55750	60270	58760	57600
-Signaling Molecules and Interaction	-Drug resistance	393.5	1.5	1.5	1.5	1.5
Cellular Processes	-Drug resistance	60390	57020	73410	82370	88310
-Cell Structure	-Drug resistance	6205	16370	22630	25160	22680
-Crystallins	-Drug resistance	0	0	0	0	0
-Vesicular transport	-Drug resistance	100.5	90.5	123	123	123
-Cytoskeleton	-Drug resistance	19320	22430	27120	29740	32980
-Cell Motility	-Drug resistance	21180	25	25	25	25
-Cell Growth and Death	-Drug resistance	13580	18110	23520	27330	32500
-Cellular Community	-Drug resistance	0	0	0	0	0
Metabolism	-Drug resistance	2533000	3004000	3815000	4268000	4457000
-Membrane Transport	-Drug resistance	522300	566200	695900	700400	627500
-Central Carbon Metabolism	-Drug resistance	942400	1024000	1230000	1282000	1266000
-Energy Metabolism	-Drug resistance	97890	135200	187700	204300	210500
-Biosynthesis	-Drug resistance	711300	968800	1331000	1690000	1912000
-Other Enzymes	-Drug resistance	259400	310300	370300	390500	440700
Organismal Systems	-Drug resistance	0	0	0	0	0
-Immune System	-Drug resistance	0	0	0	0	0
-Endocrine System	-Drug resistance	0	0	0	0	0
-Circulatory System	-Drug resistance	0	0	0	0	0
-Digestive System	-Drug resistance	0	0	0	0	0
-Excretory System	-Drug resistance	0	0	0	0	0
-Nervous System	-Drug resistance	0	0	0	0	0
-Sensory System	-Drug resistance	0	0	0	0	0
-Development	-Drug resistance	0	0	0	0	0
-Environmental Adaptation	-Drug resistance	0	0	0	0	0
Human Diseases	-Drug resistance	1	1	1	1	1
-Cancers	-Drug resistance	0	0	0	0	0
-Immune Diseases	-Drug resistance	0	0	0	0	0
-Neurodegenerative Diseases	-Drug resistance	0	0	0	0	0
-Substance Dependence	-Drug resistance	0	0	0	0	0
-Cardiovascular Diseases	-Drug resistance	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Drug resistance	0	0	0	0	0
-Infectious Diseases	-Drug resistance	0	0	0	0	0
-Drug resistance	-Drug resistance	1	1	1	1	1
Not Mapped	-Drug resistance	442100	433500	521300	548100	596900
-Not Mapped	-Drug resistance	442100	433500	521300	548100	596900
TOTAL	Not Mapped	11.42	13.94	15.44	17.02	17.58
MAPPED	Not Mapped	10.42	12.94	14.44	16.02	16.58
Genetic Information Processing	Not Mapped	4.412	5.746	6.864	7.976	8.87
-Transcription	Not Mapped	0.5615	0.7126	0.7702	0.7944	0.8199
-Translation	Not Mapped	2.699	3.61	4.558	5.555	6.383
-Folding, Sorting and Degradation	Not Mapped	0.8648	1.083	1.192	1.288	1.34
-DNA Maintenance	Not Mapped	0.2859	0.3403	0.3449	0.3376	0.3272
-RNA Family	Not Mapped	1.131e-06	1.154e-06	9.591e-07	9.122e-07	8.377e-07
Environmental Information Processing	Not Mapped	0.1416	0.1286	0.1156	0.1072	0.09651
-Signal Transduction	Not Mapped	0.1407	0.1286	0.1156	0.1072	0.09651
-Signaling Molecules and Interaction	Not Mapped	0.0008901	3.461e-06	2.877e-06	2.737e-06	2.513e-06
Cellular Processes	Not Mapped	0.1366	0.1315	0.1408	0.1503	0.148
-Cell Structure	Not Mapped	0.01404	0.03775	0.04341	0.04589	0.038
-Crystallins	Not Mapped	0	0	0	0	0
-Vesicular transport	Not Mapped	0.0002273	0.0002088	0.000236	0.0002244	0.0002061
-Cytoskeleton	Not Mapped	0.0437	0.05175	0.05201	0.05426	0.05525
-Cell Motility	Not Mapped	0.04791	5.768e-05	4.796e-05	4.561e-05	4.188e-05
-Cell Growth and Death	Not Mapped	0.03073	0.04178	0.04511	0.04986	0.05446
-Cellular Community	Not Mapped	0	0	0	0	0
Metabolism	Not Mapped	5.73	6.931	7.319	7.787	7.466
-Membrane Transport	Not Mapped	1.181	1.306	1.335	1.278	1.051
-Central Carbon Metabolism	Not Mapped	2.132	2.362	2.36	2.339	2.12
-Energy Metabolism	Not Mapped	0.2214	0.3119	0.3601	0.3727	0.3526
-Biosynthesis	Not Mapped	1.609	2.235	2.553	3.084	3.204
-Other Enzymes	Not Mapped	0.5867	0.716	0.7104	0.7125	0.7383
Organismal Systems	Not Mapped	0	0	0	0	0
-Immune System	Not Mapped	0	0	0	0	0
-Endocrine System	Not Mapped	0	0	0	0	0
-Circulatory System	Not Mapped	0	0	0	0	0
-Digestive System	Not Mapped	0	0	0	0	0
-Excretory System	Not Mapped	0	0	0	0	0
-Nervous System	Not Mapped	0	0	0	0	0
-Sensory System	Not Mapped	0	0	0	0	0
-Development	Not Mapped	0	0	0	0	0
-Environmental Adaptation	Not Mapped	0	0	0	0	0
Human Diseases	Not Mapped	2.262e-06	2.307e-06	1.918e-06	1.824e-06	1.675e-06
-Cancers	Not Mapped	0	0	0	0	0
-Immune Diseases	Not Mapped	0	0	0	0	0
-Neurodegenerative Diseases	Not Mapped	0	0	0	0	0
-Substance Dependence	Not Mapped	0	0	0	0	0
-Cardiovascular Diseases	Not Mapped	0	0	0	0	0
-Endocrine and Metabolic Diseases	Not Mapped	0	0	0	0	0
-Infectious Diseases	Not Mapped	0	0	0	0	0
-Drug resistance	Not Mapped	2.262e-06	2.307e-06	1.918e-06	1.824e-06	1.675e-06
Not Mapped	Not Mapped	1	1	1	1	1
-Not Mapped	Not Mapped	1	1	1	1	1
TOTAL	-Not Mapped	11.42	13.94	15.44	17.02	17.58
MAPPED	-Not Mapped	10.42	12.94	14.44	16.02	16.58
Genetic Information Processing	-Not Mapped	4.412	5.746	6.864	7.976	8.87
-Transcription	-Not Mapped	0.5615	0.7126	0.7702	0.7944	0.8199
-Translation	-Not Mapped	2.699	3.61	4.558	5.555	6.383
-Folding, Sorting and Degradation	-Not Mapped	0.8648	1.083	1.192	1.288	1.34
-DNA Maintenance	-Not Mapped	0.2859	0.3403	0.3449	0.3376	0.3272
-RNA Family	-Not Mapped	1.131e-06	1.154e-06	9.591e-07	9.122e-07	8.377e-07
Environmental Information Processing	-Not Mapped	0.1416	0.1286	0.1156	0.1072	0.09651
-Signal Transduction	-Not Mapped	0.1407	0.1286	0.1156	0.1072	0.09651
-Signaling Molecules and Interaction	-Not Mapped	0.0008901	3.461e-06	2.877e-06	2.737e-06	2.513e-06
Cellular Processes	-Not Mapped	0.1366	0.1315	0.1408	0.1503	0.148
-Cell Structure	-Not Mapped	0.01404	0.03775	0.04341	0.04589	0.038
-Crystallins	-Not Mapped	0	0	0	0	0
-Vesicular transport	-Not Mapped	0.0002273	0.0002088	0.000236	0.0002244	0.0002061
-Cytoskeleton	-Not Mapped	0.0437	0.05175	0.05201	0.05426	0.05525
-Cell Motility	-Not Mapped	0.04791	5.768e-05	4.796e-05	4.561e-05	4.188e-05
-Cell Growth and Death	-Not Mapped	0.03073	0.04178	0.04511	0.04986	0.05446
-Cellular Community	-Not Mapped	0	0	0	0	0
Metabolism	-Not Mapped	5.73	6.931	7.319	7.787	7.466
-Membrane Transport	-Not Mapped	1.181	1.306	1.335	1.278	1.051
-Central Carbon Metabolism	-Not Mapped	2.132	2.362	2.36	2.339	2.12
-Energy Metabolism	-Not Mapped	0.2214	0.3119	0.3601	0.3727	0.3526
-Biosynthesis	-Not Mapped	1.609	2.235	2.553	3.084	3.204
-Other Enzymes	-Not Mapped	0.5867	0.716	0.7104	0.7125	0.7383
Organismal Systems	-Not Mapped	0	0	0	0	0
-Immune System	-Not Mapped	0	0	0	0	0
-Endocrine System	-Not Mapped	0	0	0	0	0
-Circulatory System	-Not Mapped	0	0	0	0	0
-Digestive System	-Not Mapped	0	0	0	0	0
-Excretory System	-Not Mapped	0	0	0	0	0
-Nervous System	-Not Mapped	0	0	0	0	0
-Sensory System	-Not Mapped	0	0	0	0	0
-Development	-Not Mapped	0	0	0	0	0
-Environmental Adaptation	-Not Mapped	0	0	0	0	0
Human Diseases	-Not Mapped	2.262e-06	2.307e-06	1.918e-06	1.824e-06	1.675e-06
-Cancers	-Not Mapped	0	0	0	0	0
-Immune Diseases	-Not Mapped	0	0	0	0	0
-Neurodegenerative Diseases	-Not Mapped	0	0	0	0	0
-Substance Dependence	-Not Mapped	0	0	0	0	0
-Cardiovascular Diseases	-Not Mapped	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Not Mapped	0	0	0	0	0
-Infectious Diseases	-Not Mapped	0	0	0	0	0
-Drug resistance	-Not Mapped	2.262e-06	2.307e-06	1.918e-06	1.824e-06	1.675e-06
Not Mapped	-Not Mapped	1	1	1	1	1
-Not Mapped	-Not Mapped	1	1	1	1	1
