Numerator	Denominator	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48	Valgepea data mu 0 11	Valgepea data mu 0 21	Valgepea data mu 0 31	Valgepea data mu 0 40	Valgepea data mu 0 48
Human Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Cancers	-       Stress response	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN	Inf	Inf	NaN
-Immune Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Neurodegenerative Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Substance Dependence	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Cardiovascular Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Endocrine and Metabolic Diseases	-       Stress response	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-Infectious Diseases	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Drug resistance	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Not Mapped	-       Stress response	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
TOTAL	-Vesicular transport	1590	50240	50490	1992	66750	67120	1480	65440	65700	2031	75840	76150	1390	85320	85660
MAPPED	-Vesicular transport	1451	45840	46070	1849	61960	62310	1384	61200	61450	1912	71390	71680	1311	80460	80790
Genetic Information Processing	-Vesicular transport	584.1	18600	18740	780.7	26360	26580	628.1	27950	28140	913.6	34280	34510	674.8	41670	41870
-Transcription	-Vesicular transport	70.2	2276	2357	91.57	3143	3260	66.31	3017	3126	85.04	3270	3397	58.3	3651	3822
-Translation	-Vesicular transport	369.5	11740	11820	507.5	17100	17220	431.2	19140	19260	655.2	24550	24690	499.4	30750	30900
-Folding, Sorting and Degradation	-Vesicular transport	97.32	3250	3292	123.5	4380	4465	90.85	4248	4313	123.6	4869	4942	85.07	5520	5622
-DNA Maintenance	-Vesicular transport	38.54	1243	1330	46.76	1603	1725	31.58	1428	1525	38.47	1471	1567	24.63	1547	1674
-RNA Family	-Vesicular transport	0.00189	0.07	0.08	0.001979	0.07778	0.08889	0.001103	0.05714	0.06531	0.001306	0.05714	0.06531	0.0007947	0.05714	0.06531
Environmental Information Processing	-Vesicular transport	17.02	483.8	629.3	17.84	584.7	738.7	10.74	466.1	595.8	12.76	458.9	621.5	7.801	452.3	630.9
-Signal Transduction	-Vesicular transport	16.89	479.9	625.3	17.84	584.7	738.7	10.74	466	595.8	12.76	458.9	621.5	7.801	452.3	630.9
-Signaling Molecules and Interaction	-Vesicular transport	0.1239	3.915	3.935	0.0004946	0.01657	0.01667	0.0002757	0.0122	0.01224	0.0003266	0.0122	0.01224	0.0001987	0.0122	0.01224
Cellular Processes	-Vesicular transport	21.47	640.8	670.9	20.49	643.3	667.6	15.16	609.5	640	19.88	681.6	717.8	13.45	732.6	779.8
-Cell Structure	-Vesicular transport	1.954	61.74	62.05	5.397	180.8	181.8	4.16	184	184.7	5.477	204.5	205.3	3.004	184.4	185.2
-Crystallins	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Vesicular transport	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cytoskeleton	-Vesicular transport	6.085	192.2	193.2	7.397	247.8	249.2	4.984	220.4	221.3	6.476	241.8	242.8	4.368	268.1	269.2
-Cell Motility	-Vesicular transport	7.696	234.5	272.1	0.008079	0.2707	0.2833	0.004504	0.1992	0.2082	0.005335	0.1992	0.2082	0.003245	0.1992	0.2082
-Cell Growth and Death	-Vesicular transport	4.735	135.8	157.1	6.691	201.2	235.2	5.011	192	232.7	6.918	223.1	268.5	5.071	265.3	324.2
-Cellular Community	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Vesicular transport	818.9	25860	26150	1017	34090	34480	719.3	31860	32230	952.5	35600	36000	606.2	37210	37670
-Membrane Transport	-Vesicular transport	138.7	4449	5058	166.5	5616	5936	113	5036	5398	135.8	5109	5455	77.16	4751	5120
-Central Carbon Metabolism	-Vesicular transport	255.3	7828	8768	296.4	10100	11300	200.8	8948	9965	245	9315	10350	147.2	9366	10080
-Energy Metabolism	-Vesicular transport	29.72	965.8	1486	43.17	1530	2417	33.02	1512	2318	42.27	1638	2506	26.56	1685	2316
-Biosynthesis	-Vesicular transport	209.2	6494	6831	302.7	10110	10400	231.8	10200	10480	350.1	13030	13340	241.3	14690	15120
-Other Enzymes	-Vesicular transport	126.5	4743	5486	156	5153	5717	104.8	4561	5228	131.4	4889	5553	87.68	5502	5986
Organismal Systems	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Vesicular transport	0.3762	4.38	177	0.3947	5.25	254.6	0.329	5.51	284	0.375	6.224	301.8	0.2701	8.061	350.3
-Cancers	-Vesicular transport	0	0.137	4.35	0	0.122	4.111	0	0.07721	3.429	0	0.09145	3.429	0	0.06358	3.918
-Immune Diseases	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Vesicular transport	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Vesicular transport	0.02	1.485	10.34	0.02222	3.011	12.56	0.01633	3.163	14.33	0.01633	3.528	14.15	0.01633	4.402	17.13
-Drug resistance	-Vesicular transport	0.0007874	1.54	169.4	0.0008244	2.239	245.4	0.0004596	2.339	272.9	0.0005444	2.686	291.2	0.0003311	3.645	337.5
Not Mapped	-Vesicular transport	139.2	4399	4421	142.9	4790	4816	95.83	4238	4255	119.4	4456	4474	79.06	4853	4873
-Not Mapped	-Vesicular transport	139.2	4399	4421	142.9	4790	4816	95.83	4238	4255	119.4	4456	4474	79.06	4853	4873
TOTAL	-Cytoskeleton	252.5	261.3	261.3	259.2	269.3	269.3	283.8	296.8	296.8	302.3	313.7	313.7	305	318.2	318.2
MAPPED	-Cytoskeleton	230.4	238.4	238.4	240.6	250	250	265.4	277.6	277.6	284.5	295.2	295.2	287.7	300.1	300.1
Genetic Information Processing	-Cytoskeleton	93.61	96.51	97.34	102.4	106.1	107.2	121.4	126.5	128	136.8	141.6	143	149.1	155.1	156.4
-Transcription	-Cytoskeleton	11.54	11.87	12.2	12.38	12.68	13.04	13.3	13.69	14.07	13.13	13.54	13.92	13.33	13.72	14.1
-Translation	-Cytoskeleton	58.87	61.16	61.77	66.21	69.08	69.86	82.93	86.98	87.87	97.77	101.7	102.6	109.8	114.7	115.7
-Folding, Sorting and Degradation	-Cytoskeleton	15.99	16.83	17.7	16.7	17.73	18.72	18.23	19.19	20.55	19.08	20.06	21.38	19.48	20.5	21.73
-DNA Maintenance	-Cytoskeleton	6.223	6.444	6.95	6.215	6.441	6.963	6.21	6.463	6.929	5.885	6.059	6.495	5.576	5.748	6.26
-RNA Family	-Cytoskeleton	0.0002847	0.0003882	0.00044	0.0002452	0.0003344	0.000379	0.0002028	0.0002766	0.0003135	0.0001849	0.0002522	0.0002858	0.0001668	0.0002274	0.0002578
Environmental Information Processing	-Cytoskeleton	2.467	2.797	3.257	1.932	2.448	2.964	1.737	2.184	2.692	1.586	1.992	2.56	1.43	1.803	2.344
-Signal Transduction	-Cytoskeleton	2.447	2.776	3.237	1.932	2.448	2.964	1.737	2.184	2.692	1.586	1.992	2.56	1.43	1.803	2.344
-Signaling Molecules and Interaction	-Cytoskeleton	0.01968	0.02037	0.02037	6.435e-05	6.687e-05	6.687e-05	5.288e-05	5.532e-05	5.532e-05	4.86e-05	5.043e-05	5.043e-05	4.36e-05	4.549e-05	4.549e-05
Cellular Processes	-Cytoskeleton	3.249	3.371	3.659	2.484	2.679	2.771	2.632	2.891	3.041	2.705	2.957	3.069	2.608	2.897	3.079
-Cell Structure	-Cytoskeleton	0.3104	0.3212	0.3212	0.7021	0.7296	0.7296	0.7978	0.8346	0.8346	0.8151	0.8458	0.8458	0.6593	0.6878	0.6878
-Crystallins	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Cytoskeleton	0.005002	0.005176	0.1643	0.003861	0.004012	0.1352	0.004319	0.004518	0.2006	0.003969	0.004119	0.1544	0.003561	0.003715	0.2289
-Cytoskeleton	-Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Motility	-Cytoskeleton	1.198	1.265	1.395	0.001073	0.001092	0.001137	0.0008814	0.0009036	0.0009404	0.00081	0.0008237	0.0008574	0.0007266	0.0007429	0.0007733
-Cell Growth and Death	-Cytoskeleton	0.6795	0.7782	0.813	0.7769	0.9047	0.9439	0.8291	1.005	1.051	0.8855	1.068	1.106	0.9447	1.161	1.204
-Cellular Community	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Cytoskeleton	130.6	134.6	135.6	133.1	137.6	138.7	138.9	144.5	145.8	142.6	147.2	148.5	133.8	138.8	140.3
-Membrane Transport	-Cytoskeleton	22.8	24.53	26.28	22.52	23.18	25.03	22.62	23.78	25.02	20.97	21.98	23.16	17.66	18.01	19.12
-Central Carbon Metabolism	-Cytoskeleton	38.95	41.96	46.92	39.64	43.22	45.9	38.87	42.51	46.2	36.98	39.97	43.66	33.36	35.74	37.73
-Energy Metabolism	-Cytoskeleton	4.884	5.636	7.689	5.836	7.138	9.698	6.569	7.834	10.5	6.266	7.509	10.36	5.776	6.779	8.629
-Biosynthesis	-Cytoskeleton	33.42	34.38	35.72	40.04	40.79	42.16	45.28	46.47	47.79	52.97	53.93	55.62	53.84	55.09	56.69
-Other Enzymes	-Cytoskeleton	20.79	24.55	28.4	20.47	21.63	22.86	20.57	21.94	22.86	20.08	21.39	22.35	20.07	21.61	22.24
Organismal Systems	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Cytoskeleton	0.01566	0.1018	0.9163	0.01663	0.1007	1.021	0.0156	0.1169	1.283	0.01422	0.1103	1.243	0.01465	0.1075	1.301
-Cancers	-Cytoskeleton	0	0.02176	0.02252	0	0.01587	0.0165	0	0.01481	0.01549	0	0.01361	0.01412	0	0.01395	0.01456
-Immune Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cytoskeleton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cytoskeleton	0.0001035	0.03921	0.05935	8.917e-05	0.03678	0.06034	7.376e-05	0.05043	0.07479	6.724e-05	0.04371	0.06801	6.065e-05	0.04723	0.07213
-Drug resistance	-Cytoskeleton	5.176e-05	0.0213	0.877	4.458e-05	0.02637	0.9846	3.688e-05	0.02845	1.233	3.362e-05	0.02972	1.199	3.032e-05	0.02226	1.254
Not Mapped	-Cytoskeleton	22.11	22.88	22.88	18.6	19.32	19.32	18.38	19.23	19.23	17.76	18.43	18.43	17.35	18.1	18.1
-Not Mapped	-Cytoskeleton	22.11	22.88	22.88	18.6	19.32	19.32	18.38	19.23	19.23	17.76	18.43	18.43	17.35	18.1	18.1
TOTAL	-Cell Motility	160.5	199.5	214.2	228000	241600	246600	303700	321900	328500	352000	373200	380800	396000	419800	428300
MAPPED	-Cell Motility	146.5	182	195.5	211600	224300	228900	284000	301100	307200	331300	351200	358400	373500	395900	404000
Genetic Information Processing	-Cell Motility	60.77	73.32	79.43	90760	95680	97270	131000	137800	140100	160500	168900	171900	194600	205200	208800
-Transcription	-Cell Motility	7.122	9.187	9.907	10480	11440	11970	13800	14940	15630	15020	16240	16980	16810	18160	19110
-Translation	-Cell Motility	37.95	46.35	50.27	58540	61980	63470	89050	94380	96510	114200	121000	123800	143000	151300	154900
-Folding, Sorting and Degradation	-Cell Motility	11.41	12.85	13.97	15290	16070	16310	20170	21070	21650	23160	24150	24790	26210	27480	28220
-DNA Maintenance	-Cell Motility	4.287	5.008	5.303	5771	5894	6154	6999	7090	7402	7209	7290	7603	7582	7726	8095
-RNA Family	-Cell Motility	0.0002226	0.0003099	0.0003456	0.2245	0.3061	0.3469	0.2245	0.3061	0.3469	0.2245	0.3061	0.3469	0.2245	0.3061	0.3469
Environmental Information Processing	-Cell Motility	1.516	2.09	2.6	1699	2208	2659	1847	2385	2920	1850	2391	3045	1849	2404	3092
-Signal Transduction	-Cell Motility	1.503	2.073	2.584	1699	2208	2659	1847	2385	2920	1850	2391	3045	1849	2404	3092
-Signaling Molecules and Interaction	-Cell Motility	0.01251	0.01555	0.0167	0.0566	0.06	0.06122	0.0566	0.06	0.06122	0.0566	0.06	0.06122	0.0566	0.06	0.06122
Cellular Processes	-Cell Motility	2.314	2.648	2.786	2316	2356	2536	2986	3075	3366	3340	3448	3726	3590	3746	4144
-Cell Structure	-Cell Motility	0.1973	0.2452	0.2633	617.5	654.6	668	854	905.2	923.7	949.2	1006	1027	855.9	907.3	925.8
-Crystallins	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Cell Motility	0.00318	0.004203	0.1255	3.529	3.673	123.8	4.804	5	222	4.804	5	187.4	4.804	5	308.2
-Cytoskeleton	-Cell Motility	0.6144	0.7634	0.8198	846.4	915.5	915.5	1023	1107	1107	1122	1214	1214	1244	1346	1346
-Cell Motility	-Cell Motility	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cell Growth and Death	-Cell Motility	0.4992	0.589	0.6602	724.4	828.2	830.3	940.7	1113	1118	1093	1290	1297	1300	1558	1563
-Cellular Community	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Motility	81.82	103.1	111	116400	124100	126800	147700	157900	161000	165100	176400	179800	172700	184600	188100
-Membrane Transport	-Cell Motility	15.07	18.8	20.14	19060	21220	22130	23200	25960	27130	23540	26460	27270	21980	24350	25230
-Central Carbon Metabolism	-Cell Motility	23.93	34.77	36.86	35370	38850	41490	42750	47050	50080	44670	48520	52020	44790	47620	50750
-Energy Metabolism	-Cell Motility	3.5	4.442	5.706	4940	6535	8530	6778	8671	11620	7326	9116	12580	7568	9124	11610
-Biosynthesis	-Cell Motility	20.65	26.68	28.79	35680	37340	38310	48900	51200	52740	62430	65390	67130	70540	73510	75930
-Other Enzymes	-Cell Motility	14.9	19.23	22.04	17850	19800	20580	21510	24280	25620	22770	25970	27210	24980	28790	29800
Organismal Systems	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Cell Motility	0.01307	0.0636	0.7441	14.92	88.55	935.1	16.92	126.8	1420	16.92	132	1509	19.32	147.4	1751
-Cancers	-Cell Motility	0	0.01383	0.0178	0	13.96	15.1	0	15.85	17.14	0	15.85	17.14	0	18.11	19.59
-Immune Diseases	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Motility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cell Motility	8.264e-05	0.0318	0.04411	0.08	33.67	56.26	0.08	55.82	84.86	0.08	53.06	83.96	0.08	63.57	99.26
-Drug resistance	-Cell Motility	4.132e-05	0.01746	0.7123	0.04	24.14	901.4	0.04	31.49	1364	0.04	36.08	1456	0.04	29.96	1688
Not Mapped	-Cell Motility	14.06	17.47	18.76	16360	17340	17690	19670	20850	21280	20680	21920	22370	22520	23880	24360
-Not Mapped	-Cell Motility	14.06	17.47	18.76	16360	17340	17690	19670	20850	21280	20680	21920	22370	22520	23880	24360
TOTAL	-Cell Growth and Death	321.4	335.8	371.7	285.3	297.7	333.6	282.3	295.3	342.3	283.6	293.6	341.4	264.2	274.1	322.8
MAPPED	-Cell Growth and Death	293.3	306.4	339.1	264.9	276.3	309.7	264	276.1	320.1	267	276.4	321.3	249.2	258.5	304.5
Genetic Information Processing	-Cell Growth and Death	118.4	123.4	137.8	112.1	116.8	131.8	120.1	125.5	146.5	127.7	132.1	154.5	128.5	133.1	157.8
-Transcription	-Cell Growth and Death	14.26	15.01	17.19	13.12	13.86	16.03	12.68	13.43	16.13	11.92	12.65	15.07	11.07	11.73	14.23
-Translation	-Cell Growth and Death	74.76	78.33	86.64	72.67	76.12	85.23	82.25	86.34	100	91.44	95.05	110.4	94.84	98.78	116.3
-Folding, Sorting and Degradation	-Cell Growth and Death	20.55	21.98	23.98	18.46	19.69	21.77	18.13	19.19	22.19	17.86	18.85	21.86	16.77	17.81	20.89
-DNA Maintenance	-Cell Growth and Death	8.033	8.583	9.159	6.942	7.412	7.979	6.266	6.621	7.452	5.562	5.895	6.591	4.856	5.197	5.823
-RNA Family	-Cell Growth and Death	0.0003502	0.0005153	0.0005654	0.0002598	0.0003865	0.0004189	0.0001929	0.0002935	0.0003189	0.0001672	0.0002518	0.0002744	0.0001385	0.0002089	0.0002307
Environmental Information Processing	-Cell Growth and Death	3.034	3.636	4.414	2.047	2.724	3.501	1.652	2.242	2.905	1.435	2.022	2.574	1.187	1.698	2.149
-Signal Transduction	-Cell Growth and Death	3.009	3.61	4.386	2.046	2.724	3.501	1.652	2.242	2.905	1.434	2.022	2.573	1.187	1.698	2.149
-Signaling Molecules and Interaction	-Cell Growth and Death	0.02505	0.02617	0.02897	7.085e-05	7.392e-05	8.283e-05	5.261e-05	5.503e-05	6.379e-05	4.561e-05	4.722e-05	5.489e-05	3.777e-05	3.918e-05	4.615e-05
Cellular Processes	-Cell Growth and Death	4.105	4.534	4.702	2.838	3.049	3.149	2.75	3.014	3.122	2.674	2.873	3.014	2.405	2.645	2.717
-Cell Structure	-Cell Growth and Death	0.395	0.4127	0.4568	0.773	0.8065	0.9037	0.7938	0.8302	0.9623	0.7648	0.7918	0.9205	0.5711	0.5924	0.6978
-Crystallins	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Stress Response	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-       Stress response	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Vesicular transport	-Cell Growth and Death	0.006367	0.007014	0.2112	0.004251	0.004739	0.1494	0.004297	0.004946	0.1996	0.003725	0.004306	0.1446	0.003084	0.00361	0.1972
-Cytoskeleton	-Cell Growth and Death	1.23	1.285	1.422	1.059	1.105	1.239	0.9511	0.9947	1.153	0.9043	0.9362	1.088	0.8303	0.8613	1.015
-Cell Motility	-Cell Growth and Death	1.474	1.698	2.002	0.001157	0.001207	0.001353	0.0008594	0.0008988	0.001042	0.0007449	0.0007753	0.0008965	0.0006169	0.000642	0.0007538
-Cell Growth and Death	-Cell Growth and Death	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
-Cellular Community	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabolism	-Cell Growth and Death	163.8	172.9	192.2	144.2	152.1	171.3	136	143.8	167.6	131.9	137.8	161.1	114.3	119.5	141.7
-Membrane Transport	-Cell Growth and Death	28.32	32.33	33.91	24.56	26.59	28.07	22.5	24.01	26.34	19.64	20.92	23.44	14.91	15.79	18.59
-Central Carbon Metabolism	-Cell Growth and Death	47.91	55.82	61.54	42.6	48.02	52.83	38.24	42.8	49.29	34.63	38.53	44.57	28.75	31.1	36.36
-Energy Metabolism	-Cell Growth and Death	6.269	7.243	10.27	6.451	7.89	10.87	6.589	7.909	11.13	6.111	7.279	10.42	5.202	5.947	7.936
-Biosynthesis	-Cell Growth and Death	41.35	44.19	49.88	43.03	45.24	51.63	43.97	46.26	54.59	48.72	50.61	59.82	45.69	47.58	56.91
-Other Enzymes	-Cell Growth and Death	26.71	31.25	37.42	21.69	23.91	27.98	19.56	21.75	26.44	18.16	20.11	24.45	16.74	18.61	22.27
Organismal Systems	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Immune System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Circulatory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Digestive System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Excretory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Nervous System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Sensory System	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Development	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Environmental Adaptation	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Human Diseases	-Cell Growth and Death	0.01926	0.1273	1.127	0.01964	0.1067	1.082	0.01708	0.1134	1.22	0.01487	0.1023	1.124	0.01423	0.09462	1.08
-Cancers	-Cell Growth and Death	0	0.02769	0.03051	0	0.01748	0.01948	0	0.01473	0.01696	0	0.01277	0.01476	0	0.01209	0.01415
-Immune Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Neurodegenerative Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Substance Dependence	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Cardiovascular Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Endocrine and Metabolic Diseases	-Cell Growth and Death	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
-Infectious Diseases	-Cell Growth and Death	0.0001403	0.05035	0.08735	0.0001053	0.04063	0.07767	8.075e-05	0.05015	0.09021	7.03e-05	0.0409	0.0768	5.894e-05	0.04066	0.07634
-Drug resistance	-Cell Growth and Death	7.014e-05	0.03044	1.079	5.266e-05	0.03277	1.043	4.038e-05	0.03289	1.172	3.515e-05	0.03242	1.084	2.947e-05	0.02264	1.041
Not Mapped	-Cell Growth and Death	28.15	29.41	32.54	20.47	21.36	23.94	18.28	19.12	22.17	16.67	17.25	20.06	15.03	15.59	18.36
-Not Mapped	-Cell Growth and Death	28.15	29.41	32.54	20.47	21.36	23.94	18.28	19.12	22.17	16.67	17.25	20.06	15.03	15.59	18.36
TOTAL	-Cellular Community	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
MAPPED	-Cellular Community	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
Genetic Information Processing	-Cellular Community	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
-Transcription	-Cellular Community	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf	Inf
