K07541	PigX:Q8TBF5
K09313	Cux1:B3KV79
K06677	NcaPd2:B3KY03
K04500	SmaD2:Q15796
K12845	Nhp2l1:Q6FHM6
K02262	Cox3:Q7GIM7
K05073	Il9R:Q01113
K15187	MLLT1:Q969H8
K01104	PtpDc1:A2A3K4
K05863	Slc25a6:P12236
K05863	Slc25a4:P12235
K14285	Nxt1:Q9UKK6
K11141	EnpEp:Q07075
K02183	CalMl5:Q9NZT1
K11089	TroVe2:P10155
K01539	Atp1a1:F5H3A1
K09228	Znf37a:P17032
K09228	Znf26:P17031
K09228	Znf25:P17030
K12176	CopS2:P61201
K09228	Znf3:P17036
K03853	CapN2:Q59EF6
K11167	DhrS7c:A6NNS2
K09228	Znf30:P17039
K09228	Znf43:P17038
K00432	Gpx6:P59796
K09228	Znf554:B3KNM4
K10786	Prg2:P13727
K03901	F3:P13726
K03260	Eif4g1:B2RU06
K00909	Grk7:Q8WTQ7
K15759	IMPAD1:A8MWX0
K01104	PtpRe:Q5VWH4
K11458	Phc3:Q8NDX5
K01530	Atp8b3:Q7Z485
K12494	Psd4:Q8NDX1
K10090	LgaLs2:P05162
K03906	F13B:P05160
K12159	Isg15:P05161
K01966	PccB:P05166
K11589	Mbd1:A8K654
K10789	Mpo:P05164
K08031	Pax6:F1T0F8
K05052	NmuR1:Q9HB89
K06098	Tjp2:B7Z7T6
K09559	Bag5:Q9UL15
K10143	RfwD2:Q504W6
K03419	ChpF2:Q9P2E5
K12968	AdaR:P55265
K00314	SarDh:Q9UL12
K08148	Slc2a11:Q504W2
K06243	LamB2:P55268
K10659	MarCh4:Q9P2E8
K09445	Irf4:Q15306
K09429	Elf5:A6XAE6
K11593	Eif2c1:Q9UL18
K07838	Rap2b:P61225
K02214	Cdc7:O00311
K05085	ErbB4:Q15303
K13151	SnuPn:O95149
K07836	Rap1b:P61224
K04077	HspD1:P10809
K09568	FkbP1a:Q0VDC6
K04710	CERS2, L3, LASS2, SP260, TMSG1:Q15648-3
K05466	AngPt2:O15123
K00445	Wnt6:Q9Y6F9
K04459	DusP14:O95147
K02310	DffA:Q5T6G6
K12656	SikE1:Q9BRV8
K00653	Cdy1:Q9Y6F8
K06771	Mag:Q567S4
K12493	ArfGap3:Q9NP61
K08779	Cpa1:P15085
K13505	VamP3:Q9BRV4
K10357	Myo5b:Q9H6Y6
K00799	GstO2:B4DJW6
K06639	Cdc14a:Q59EF4
K12197	ChmP1b:Q7LBR1
K14307	NupL1:A6NI12
K10893	FanCf:Q9NPI8
K12848	ZmaT2:Q96NC0
K09653	C1gAlt1c1:Q96EU7
K16628	COL7A1, EBD1, EBDCT, EBR1:A8K2N4
K13759	Pde6g:P18545
K08615	AdaM30:Q9UKF2
K09382	Pax1:P15863
K04257	Or2M4:Q96R27
K00799	GSTT2B, GSTT2P:B2R8F3
K10704	Ube2v2:A0M8W4
K09052	CREM, CREM-2, ICER, hCREM-2:B4DZX7
K06549	SigLec5:O15389
K00653	Cdy2a:Q9Y6F7
K00030	Idh3g:O15384
K04160	Htr4:Q13639
K00826	BcaT2:O15382
K00911	ItpKb:B2R9J0
K00490	Cyp4f2:P78329
K07918	Rab32:Q13637
K06551	SirPa:P78324
K04499	RuvBl1:Q9Y265
K05467	AngPt4:Q9Y264
K05075	Il21r:Q9HBE5
K06840	SemA3d:O95025
K08035	FoxA2:Q9Y261
K11140	AnpEp:P15144
K06085	Ssx2ip:B7ZB07
K08455	Gpr112:Q8IZF6
K06225	PtcH1:Q13635
K00757	Upp1:Q16831
K04297	Ltb4r2:Q5KU28
K04257	Or5D18:Q8NGL1
K10062	ColEc12:Q5KU26
K05858	PlcB2:Q59F77
K05038	Slc6a5:Q4VAM5
K05673	AbcC4:Q8IVZ4
K07520	AblIm2:Q19VH0
K05038	Slc6a5:Q4VAM6
K09030	FosL2:Q6FG46
K01634	SgpL1:O95470
K11508	CenPp:B3KRA5
K11092	SnrPa1:P09661
K03593	NubPl:B4DWB0
K04379	Fos:Q6FG41
K04257	Or5D13:Q8NGL4
K01510	EntPd1:B4DWB9
K01366	CtsH:P09668
K10864	Pms1:Q5FBZ8
K10267	FbxW12:Q6X9E4
K10645	Mib2:B4DZ57
K13092	Zc3H18:Q86VM9
K02262	Cox3:P00414
K09071	HanD2:B6ECG9
K01081	Nt5E:P21589
K13884	MarCo:Q4ZG40
K10500	ZbtB17:B4DXB4
K00728	PomT2:Q9UKY4
K00490	Cyp4f3:B7Z8Z3
K05011	ClcN2:B4DZ58
K11859	TnfAip3:P21580
K04178	Ccr3:Q8TDP5
K04178	Ccr3:Q8TDP4
K03903	Fga:P02671
K04178	Ccr3:Q8TDP6
K06484	ItgA5:P08648
K07820	B3gAlt2:O43825
K03904	Fgb:P02675
K04257	Or4C16:Q8NGL9
K03905	Fgg:P02679
K11432	PrdM2:Q5THJ1
K04852	CacNa1e:Q15878
K11252	HisT2h2bf:Q5QNW6
K10097	LgaLs14:Q8TCE9
K06824	NpnT:B4E2H7
K01893	NarS:O43776
K13196	Dpf2:Q92785
K01168	RnaSe2:P10153
K00061	Rdh5:Q92781
K04705	StaM:Q92783
K11864	BrcC3:P46736
K04311	Gpr3:P46089
K08493	Vti1a:Q5W0D7
K14350	AadAcl2:Q6P093
K11980	Rnf11:Q9Y3C5
K08109	Gpc3:Q2L882
K10352	Myh9:P35579
K00809	DhpS:P49366
K01196	Agl:P35573
K12165	Ufc1:Q9Y3C8
K01084	G6pC:P35575
K06709	Kdm4c:B4E1Y4
K09348	Nkx3-1:Q99801
K06134	Coq7:Q99807
K15362	BRIP1:Q99805
K01099	SynJ1:B9EGN3
K07203	MtoR:P42345
K05004	KcnJ11:E9PNK0
hsa_F6UVQ4	F6UVQ4:F6UVQ4
K13773	Tp53aip1:Q9HCN2
K02959	MRPS16, COXPD2, MRP-S16, RPMS16:A6NMR8
K00710	GalNt4:Q8N4A0
K12597	ZccHc7:Q05DN1
K09513	DnaJb7:Q7Z6W7
K14322	PaiP1:Q9H074
K03935	NduFs2:O75306
K05145	TnfRsf8:P28908
K06810	Cdh16:O75309
K14537	GNL2:Q7Z4R8
K04257	Or8G5:Q8NG78
K06061	MamL3:Q9NPV6
K04257	Or6K2:Q8NGY2
K12175	Gps1:Q13098
K04572	NefL:Q8TCR7
K09547	HspB9:Q9BQS6
K00540	HepH:Q9BQS7
K04257	Or6N1:Q8NGY5
K03934	NduFs1:B4DPG1
K10292	FbxO5:Q5TF47
K00567	MgmT:B4DEE8
K04257	Or51v1:Q9H2C8
K00784	ElaC1:Q9H777
K02214	Cdc7:B2R6V2
K07361	Lcp2:Q13094
K13248	PhoSpho2:Q8TCD6
K05857	PlcD1:A8K8F9
K09228	Znf709:Q8N972
K14569	BMS1:Q5JPI3
K06279	Shc4:Q6S5L8
K07984	Sh3Bp2:D6R919
K09383	Pax2:Q02962
K03120	TbpL1:A8K8F5
K04383	Il1A:Q53QF9
K09196	Sp6:B3KXP2
K04459	DusP22:Q9NRW4
K12479	Vps45:Q9NRW7
K04579	CrhR2:Q13324
K12564	SgcG:Q13326
K08817	Cdk20:A2A390
K11252	HisT1h2bo:P23527
K07894	Rab6b:Q9NRW1
K05765	Cfl1:P23528
K10576	Ube2h:A4D1L5
K10576	Ube2h:A4D1L6
K12888	HnrNpu:Q00839
K08014	RapGef3:Q99777
K01500	ApoBec3c:Q9NRW3
K05154	TnfRsf18:Q9Y5U5
K10446	KlhL8:Q9P2G9
K11565	Oip5:O43482
K11279	Nap1l1:P55209
K03011	PolR2c:P19387
K06633	PkmYt1:Q0IJ49
K12231	HecTd1:Q9ULT8
K09529	DnaJc9:B2RMW6
K05094	FgfR3:Q0IJ44
K07605	Krt73:Q86Y46
K10451	KlhL14:Q9P2G3
K05221	P2rX6:O15547
K08756	FabP7:O15540
K13127	Rnf113a:O15541
K04257	Or1L3:Q8NH93
K08732	RalGds:Q8N4Y1
K01519	ItpA:B2BCH7
K06269	Ppp1cc:P36873
K01835	Pgm1:P36871
K08180	Slc16a3:O15427
K04515	CamK2b:A4D2K5
K10380	Ank3:B4DIL1
K07378	NlgN3:Q9NZ94
K13199	SerBp1:Q8NC51
K12791	ArhGef2:Q92974
K01047	Pla2g4a:P47712
K15516	FXR1, FXR1P:Q9P2R3-2
K00344	CryZ:A6NN60
K00622	Nat1:P18440
K11409	HdaC9:B7Z917
K04637	Gna15:P30679
K08803	DapK2:Q9UIK4
K03283	HspA1b:A8K5I0
K14556	WDR3, DIP2, UTP12:Q2TAK8-2
K05612	Slc1a1:P43005
K08148	Slc2a11:Q8WXF9
K04193	Xcr1:Q502V0
K14754	MX1:Q8N1G4
K06507	Cd79b:P40259
K08474	Tas2r5:Q502V5
K08474	Tas2r1:Q502V6
K04630	GnaI2:B4DYA0
K08393	MrgPre:Q86SM8
K10363	DstN:B4DYA6
K08395	MrgPrg:Q86SM5
K09436	Fli1:B4DTC6
K15044	AGFG1:Q13951
K00415	UqcRc2:P22695
K04345	PrkAcb:P22694
K10170	Tlr8:Q9NR97
K10161	Tlr9:Q9NR96
K01176	Amy2b:P19961
K11488	PcgF3:Q3KNV8
K01064	Wnt9a:D9ZGG3
K01358	ClpP:Q16740
K03033	PsmD3:O43242
K10576	Ube2h:P62256
K02873	Rpl13:F5H1S2
K10575	Ube2g1:P62253
K10956	Sec61a2:Q8TC24
K05868	CcnB3:Q8WWL7
K08103	Hs6St3:Q8IZP7
K01301	FolH1:B7Z312
K04507	CacYbp:Q9HB71
K10130	LrdD:Q9HB75
K10405	KifC1:Q9BW19
K10666	Rnf5:Q99942
K06087	CldN1:A5JSJ9
K09114	Mxd3:Q9BW11
K09228	Znf212:Q9UDV6
K06585	ItgA9:Q8N6H6
K08750	FabP1:P07148
K06541	KlrC3:Q07444
K06268	Chp2:A8K2I8
K10482	BtbD10:Q9BSF8
K07520	AblIm1:O14639
K01513	EnpP3:O14638
K04856	CacNa1i:Q9P0X4
K10370	TmoD2:Q9NZR1
K10951	Slc12a2:P55011
K03262	Eif5:P55010
K08529	RarG:B7Z4B4
K09114	Mxi1:P50539
K14351	AadAcl3:Q5VUY0
K14351	AadAcl4:Q5VUY2
K08857	Nek3:P51956
K08857	Nek4:P51957
K01556	KynU:Q9BVW3
K08857	Nek2:P51955
K03934	NduFs1:B4DUC1
K00128	AldH3a2:Q6I9T3
K10167	Tcl1a:P56279
K05509	Ccl11:Q6I9T4
K09680	PanK4:Q9NVE7
K11869	Usp40:Q9NVE5
K06107	Epb41l2:B4DJ76
K05037	Slc6a4:B2R7Y7
K11549	Spc24:Q8NBT2
K03156	Tnf:Q5STB3
K03157	Ltb:Q5STB2
K06522	IgsF3:A6NJZ6
K04257	Or6C65:A6NJZ3
K05224	Grp:P07492
K10705	GapDhs:O14556
K10073	CleC5a:Q9NY25
K12494	Psd:A5PKW4
K15516	FXR1:Q9UP83
K05726	BcaR1:F5H7Z0
K08663	GzmK:P49863
K08668	Klk7:P49862
K05024	CliC4:Q9Y696
K04487	Nfs1:Q9Y697
K08204	Slc22a7:Q9Y694
K04863	CacNb2:Q6TME3
K04938	KcnMb2:Q9Y691
K10352	Myh11:P35749
K09370	Isl2:Q96A47
K04602	CelSr3:Q9NYQ7
K09228	Znf517:A0AV05
K04867	CacNg2:Q9Y698
K06521	SemA4c:Q9C0C4
K15516	FMR1:Q9C0C7
K04974	TrpV5:Q9NQA5
K08886	Tnk2:Q07912
K03161	Cd40lg:P29965
K05948	MfnG:B4DLT6
K08028	NeuRog3:Q9Y4Z2
K00507	Scd:O00767
K00868	PdxK:O00764
K06688	Ube2c:O00762
K13024	PpiP5k1:Q6PFW1
K10301	FbxO21:Q8IUQ5
K15305	VAC14, ArPIKfyve, TAX1BP2, TRX:B9EG82
K05475	TnfSf13:Q2QBA2
K04255	Opn4:Q9UHM6
K00901	DgkZ:Q13574
K04861	CacNa2d4:Q7Z3S7
K07750	Sc4Mol:A8MYF6
K02127	Atp5f1:Q08ET0
K08386	P2rY8:Q86VZ1
K09228	Znf765:Q7L2R6
K04199	Mc1R:Q01726
K09228	Znf286a:B2RCD9
K01394	Mmp3:P08254
K01398	Mmp2:P08253
K13113	Ubl5:Q9BZL1
K04348	Ppp3ca:Q08209
K12828	Sf3B1:O75533
hsa_B2RDG9	B2RDG9:B2RDG9
K00699	Ugt1a7:Q5DSZ7
K11462	Eed:O75530
K03248	Eif3g:O75821
K09228	Znf189:O75820
K10908	PolRmt:Q4G0F4
K03245	Eif3j:O75822
K01562	Dio2:A8K845
K08537	Nr1H4:F8VYG8
K11830	TfaM:Q00059
K08527	RarA:A8K840
K12846	SnrNp27:A8K513
K00741	B3gNt2:Q54AC1
K09228	Znf417:Q8TAU3
K09229	Znf394:Q53GI3
K09343	Nkx2-3:Q8TAU0
K09304	HoxA4:Q00056
K13047	Tll2:Q9Y6L7
K05043	SlcO1b1:Q9Y6L6
K09228	Znf250:Q59HE9
K11878	PsmG4:F8WBZ2
K09221	Mzf1:P28698
K14327	Upf2:Q9HAU5
K06238	Col6a3:B4E3U5
K12885	RbmX:B4E3U4
K07365	Nck1:P16333
K11724	BrdT:Q58F21
K05861	PlcZ1:Q86YW0
K08417	Gpr75:O95800
K02578	NdsT3:O95803
K12301	Slc17a5:Q9NRA2
K05450	PdgFc:Q9NRA1
K04718	SphK2:Q9NRA0
K04458	PtpN5:P54829
K05413	Cd86:P42081
K04409	Pak1:Q13153
K14302	Nup37:Q8NFH4
K12894	HnrNpa0:Q13151
K13814	TsnAre1:Q96NA8
K09329	PrrX1:P54821
K10741	Rpa4:Q13156
K14305	Nup43:Q8NFH3
K05463	EfnB2:P52799
K05462	EfnA4:P52798
hsa_Q96DE1	Q96DE1:Q96DE1
hsa_Q562U2	Q562U2:Q562U2
K01132	GalNs:P34059
hsa_Q562U0	Q562U0:Q562U0
K00844	Hk3:P52790
K14165	DusP13:Q9UII6
K02924	Rpl39:P62891
K11256	NcoA3:Q59EE8
K01312	PrsS3:A8CED3
K09038	Nrl:Q53XD0
K09409	FoxP2:Q8N6B5
K02910	Rpl31:P62899
K08873	Smg1:Q96Q15
K05438	Gh1:B1A4G6
K04284	GhsR:Q92847
K12035	TriM71:Q2Q1W2
K10149	Tp63:Q9H3D4
K09075	NhlH2:Q02577
K08536	Nr1H3:Q8IW13
K09075	NhlH1:Q02575
K04191	CxcR6:A0N0N3
K06233	Lrp2:P98164
K13295	AplF:Q8IW19
K06255	HspG2:P98160
K04985	Pkd1:P98161
K01045	Pon1:P27169
K11787	GarT:P22102
K09228	Znf430:Q2NKJ9
K06252	TnxB:P22105
K14286	AgxT2l1:E9PBY0
K04257	Or2H1:B0S7T4
K06068	PrkCq:Q04759
K12750	Myl4:P12829
K16938	SEPT3, SEP3, bK250D10.3:Q2I0A6
K14613	SLC46A1, G21, HCP1, PCFT:Q2TAK8-1
K06544	SelPlg:Q14242
K11156	AwaT2:Q6E213
K02154	Atp6v0a4:Q9HBG4
K01283	Ace:P12821
K04366	Raf1:P04049
K12194	ChmP4b:Q9H444
K09655	B4gAlnt2:B4DZE4
K09209	Klf11:B4DZE7
K14565	NOP58:Q15417
K10743	RnaSeh2a:O75792
K01343	PlaT:P00750
K12353	SmpD4:B1PBA3
K02333	PolG2:E5KS15
K15309	CRTC1, MECT1, TORC-1, TORC1, WAMTP1:Q8HWT6
K04368	Map2k1:Q02750
K11847	Usp19:E9PEG8
K05041	Slc6a8:B4DIA3
K12822	Rbm25:P49756
K11994	DnaSe1:P24855
K07881	Rab14:P61106
K04257	Or13a1:Q8NGR1
K04358	Fgf13:A8K1P5
K04229	OxtR:B2R9L7
K09034	BatF2:Q8N1L9
K05871	Ptk2b:Q6PID4
K10879	XrcC2:O43543
K08745	Slc27a4:Q6P1M0
K04677	SmaD6:O43541
K14191	DimT1l:Q9UNQ2
K03841	Fbp1:P09467
K04182	Ccr7:A0N0Q0
K12751	Myl6:P60660
K05767	IqgAp1:P46940
K17108	GBA2, SPG46:O43521-1
K12600	Ttc37:Q6PGP7
K01090	Ppp1r1b:B3KVQ9
K01796	AmaCr:F8W9N1
K11316	SupT7l:O94864
K14209	Slc36a1:Q7Z2H8
K09228	Znf782:Q6ZMW2
K08450	Gpr56:B4DR54
K13342	Pex5:B4DR50
K00716	Fut3:A8K737
K06455	Cd5:P06127
K03113	Eif1:P41567
K06236	Col11a1:E9PCU0
K08734	Mlh1:E9PCU2
K13339	Pex6:Q5T8W1
K02956	MRPS15, MPR-S15, RPMS15, S15mt:B1AHR1
K01090	PpeF1:O14829
K02948	MRPS11, HCC-2:C9JU00
K08419	OxgR1:Q96P68
K01120	Pde4c:Q7KYS4
K09495	Cct3:B3KX11
K09228	Znf534:Q76KX8
K06751	Hla-a:P04439
K12326	RasGrf2:O14827
K16339	THEM4, CTMP:B3KW31
K02990	MRPS6, C21orf101, MRP-S6, RPMS6, S6mt:B3KW34
K02988	MRPS5, MRP-S5, S5mt:B7Z9W0
hsa_B7Z9W3	B7Z9W3:B7Z9W3
K04511	PriCkle1:B3KVG3
K04174	AplNr:B3KQN4
K08450	Gpr56:B3KQN7
K09087	Hes6:Q96HZ4
K10688	Ube2w:Q96B02
K03021	PolR3b:Q7Z3R8
K09299	Zeb2:O60315
K12353	SmpD4:B4DRB8
K01530	Atp10a:O60312
K08761	PltP:B4DRB4
K08765	Cpt1b:B7Z4U4
K08781	Cpa5:Q6ZNI6
K07296	AdiPoq:B2R773
K01164	Rpp40:O75818
K08554	EsrRg:C0SQ93
K01375	CtsL2:O60911
K08056	PdiA3:P30101
K02887	MRPL20, L20mt, MRP-L20:A6NE29
K11971	Rnf14:Q9UBS8
K10876	Rad54l2:B3KV54
K08582	SolH:O75808
K11971	Rnf14:A8MTW5
K04688	Rps6kb2:Q9UBS0
K11827	Ap2S1:P53680
K09515	DnaJb9:Q9UBS3
K09517	DnaJb11:Q9UBS4
K04615	GabBr1:Q9UBS5
K07986	UlbP1:Q9BZM6
K07424	Cyp3a5:Q7Z3N0
K04854	CacNa1g:Q19QZ8
K04854	CacNa1g:Q19QZ9
K04663	Bmp8b:P34820
K00157	Aox1:Q06278
K06824	NpnT:E9PF04
K05865	TnnC1:P63316
K13988	NudT9:Q8NG26
K10633	Pja1:Q8NG27
hsa_P63313	TMSB10:P63313
K14552	WDR75:Q96AP4-1
K07859	Rnd3:P61587
K01897	AcsBg2:Q5FVE4
K04257	Or2T8:A6NH00
K10871	Rad51l3:B4DJU7
K06776	PtpRk:Q15262
K06469	Cd24:P25063
K10356	Myo1c:O00159
K06712	BtnL8:Q6UX41
K05849	Slc8a1:F6VPY9
K08405	Gpr25:O00155
K01068	AcoT7:O00154
K11517	Hao1:Q9UJM8
K06087	CldN9:O95484
K08816	Vrk3:A6NEG5
K10356	Myo1h:F5H3C6
K09228	Znf700:Q9H0M5
K07370	Btk:Q06187
K05633	Wwp1:Q9H0M0
K07892	Rab31:Q13636
K09229	ZksCan5:B3KNK8
K06805	Cdh18:Q13634
K13201	TiaL1:Q49AS9
K02377	TstA3:Q13630
K08388	P2rY13:Q9BPV8
K14545	RRP7A:Q9BRQ3-1
K13296	Pde3b:A7E2E5
K04917	KcnK6:B2RDS2
K00922	Pik3cd:A7E2E0
K11647	SmaRca4:A7E2E1
K03030	PsmD14:O00487
K03948	NduFa4:O00483
K08027	Nr5A2:O00482
K06712	Btn3a1:O00481
K05431	Il7:A8K673
K12607	CnoT10:Q9H9A5
K00718	Fut2:Q10981
K05863	Slc25a5:P05141
K00089	Akr1c2:P52895
K09034	BatF2:D9IC56
K06230	Gli2:Q1PSW9
K09228	Znf334:Q5XKG8
K09229	Znf202:O95125
K09297	HoxC12:P31275
K09294	HoxC9:P31274
K09296	HoxD11:P31277
K09298	HoxC13:P31276
K09298	HoxA13:P31271
K09296	HoxA11:P31270
K09308	HoxC8:P31273
K06069	PrkCz:B7Z2J7
K10395	Kif21a:Q7Z4S6
K12619	Xrn2:Q9H0D6
K12032	TriM66:O15016
K06251	Vtn:D9ZGG2
K10175	Tbx1:D9ZGG0
K10735	GinS4:Q9BRT9
K15188	CCNT1:Q7Z417
K07605	Krt82:Q9NSB4
K07605	Krt84:Q9NSB2
K09335	Vsx1:Q9NZR4
K05415	IfnB1:Q5VWC9
K03172	TraF1:B4DJ77
K03513	PolM:Q9NP87
K05149	TnfRsf12a:Q9NP84
K05629	MagI2:Q86UL8
K15044	AGFG1, HRB, RAB, RIP:B4DJ71
K01875	SarS2:Q9NP81
K05849	Slc8a3:Q96QG2
K05849	Slc8a3:Q96QG1
K09228	Znf382:Q96SR6
K00681	Ggt7:Q9UJ14
K13240	Nos1:E9PH30
K01135	ArsB:P15848
K09415	Hsf2:Q03933
K11278	Npm3:O75607
K13883	RilP:Q96NA2
K09406	FoxM1:Q08050
K06570	Ly9:Q9HBG7
K00933	CkmT1a:P12532
K10976	Ero1lb:Q86YB8
K09313	Cux1:B4DZZ2
K11374	Elp2:Q6IA86
K14139	IrgM:A1A4Y4
K14026	Sel1l:Q3ZCU6
K09168	NfiA:Q12857
K04414	Map4k2:Q12851
K04423	Map3k12:Q12852
K03267	GspT2:Q8IYD1
K14396	PABPN1:Q15013
K10433	Map7:B7ZB64
K13755	Pde1b:Q01064
K04153	Htr1d:P28221
K04153	Htr1b:P28222
K03661	Atp6v0b:D3DPY5
K04718	SphK2:B4DU87
K03122	StoN1:B2RB25
K05431	Il7:Q5FBX5
K14545	RRP7A:Q32NC0
K06854	ThpO:Q5FBX8
K06450	Cd3D:P04234
hsa_G3V1Y1	G3V1Y1:G3V1Y1
K06505	Cd74:P04233
K04593	LphN2:O95490
K00500	Pah:P00439
K04157	Htr2a:B4DZ79
K08464	Gpr128:Q6ZMH4
K05759	Pfn2:P35080
K09228	Znf311:Q5JNZ3
hsa_P68133	ActS:P68133
K14316	Pom121c:A8CG34
K01120	Pde4c:O43849
K05473	TnfSf11:Q5T9Y4
K02152	Atp6v1g1:Q6IB33
K08859	Stk35:Q8TDR2
K01202	GalC:E7EPA4
K06671	StaG1:Q8WVM7
K04215	OprM1:Q6UPP1
K01408	Ide:B7ZAU2
K13769	Igf2:P01344
K12900	SrsF10:O75494
K06825	Fbn1:P35555
K10749	GmnN:O75496
K12407	Gck:P35557
K02105	CtnNb1:P35222
K04683	TfdP1:Q14186
K09392	TfdP2:Q14188
K01596	Pck1:P35558
K02273	Cox8a:P10176
K13241	Nos2:P35228
K06589	ItgB6:P18564
K11436	PrmT3:O60678
K10279	FbxL13:Q8NEE6
K04447	Jak2:O60674
K09037	MafK:O60675
K02350	Rev3l:O60673
K08648	HabP2:B7Z8U5
K02830	Rad1:O60671
K01530	Atp9b:Q69YZ7
K08780	Cpa3:P15088
K04636	Gna14:O95837
K01120	Pde4d:Q08499
K00681	Ggt6:Q6ZPD7
K13510	LpcAt2:Q7L5N7
K11277	Npm2:Q86SE8
K12179	CopS6:Q7L5N1
K10432	Map6:Q96JE9
K03934	NduFs1:E5KRK5
K08402	Gpr109b:P49019
K11544	Dsn1:A8K3X3
K02987	Rps4x:B2R491
K14409	SMG7, C1orf16, EST1C, SGA56M:Q7Z6Q2
K04445	Rps6ka4:O75676
K09169	NfiB:Q5VW28
K08883	TriM33:B3KN30
K12581	CnoT7:B3KN35
K01291	Cpb1:P15086
K04522	PseN2:A8K8D4
K08860	Eif2ak2:E9PC80
K11221	StaT2:P52630
K08597	SenP8:A8K8D3
K04688	Rps6kb1:P23443
K04257	Or6K6:Q8NGW6
K04257	Or6B3:Q8NGW1
K13376	TgfB2:P61812
K09340	Tlx3:O43711
K09106	Usf2:Q15853
K13093	HtaTsf1:O43719
K04841	Scn9a:Q15858
K02308	DaxX:Q9UER7
K04885	KcnB1:Q14721
K00546	HnmT:P50135
K04882	KcnAb1:Q14722
K11538	AcaD8:Q6ZWP6
K05697	PtpN6:P29350
K06051	Dll3:Q9NYJ7
K09204	Klf2:Q9Y5W3
K07830	RraS2:B7Z7H6
K12739	PpiL6:Q8IXY8
K01691	Wif1:Q9Y5W5
K12405	Hsd17b4:B2R659
K01895	AcsS2:Q9NR19
K10481	BtbD9:Q96Q07
K03352	AnaPc5:E9PFB2
K02725	PsmA1:P25786
K04421	Map3k3:Q99759
K11460	PcgF2:P35227
K03671	Txn2:Q99757
K09173	Rfx3:P48380
K00889	Pip5k1a:Q99755
K08061	Rfx5:P48382
K13126	PABPC3, PABP3, PABPL3, tPABP:C9JNI1
K13728	Mad2l2:Q9UI95
K02727	PsmA3:P25788
K01104	PtpN2:Q59F91
K01672	Ca6:Q8N4G4
K09668	GylTl1b:B3KP69
K13708	DocK1:Q14185
K12757	Myl12a:Q53X45
K01529	Ddx47:Q9UI98
K08466	Gpr144:Q7Z7M1
K09665	B3gNt8:Q7Z7M8
K12870	Isy1:Q9ULR0
K05691	CtnNa1:P35221
K14212	Imp5:F8WEP6
K04404	Tab2:Q9NYJ8
K08342	Atg4b:B3KVU2
K08125	PreLp:P51888
K07739	Elp3:Q9H9T3
K07375	TubB6, HsT1601, TUBB-5:B7Z525
K09228	Znf101:Q8IZC7
K03038	PsmD7:P51665
K14003	PreB:Q53SZ8
K12367	DocK2:Q5XG91
K03934	NduFs1:B4DIN9
K11136	RteL1:Q9NZ71
K04644	CltA:B4DIN1
K06689	Ube2d1:P51668
K04009	C3aR1:Q16581
K09228	Znf74:Q16587
K12565	SgcA:Q16586
K12566	SgcB:Q16585
K04419	Map3k11:Q16584
K04538	Gnb4:Q9HAV0
K06712	Btn2a2:A6NM84
K10146	CcnG2:Q16589
K04587	AdcYap1r1:B7ZLA7
K08634	AdaMdec1:B7Z6V5
K01520	Dut:P33316
K12836	U2aF1:Q7Z780
K03259	Eif4e:B7Z6V1
K08031	Pax6:Q66SS1
K09527	DnaJc7:Q7Z784
K04307	RxfP2:Q8WXD0
K03246	Eif3i:Q5U0F4
K13134	GemIn6:Q8WXD5
K04672	AmhR2:E9PGD2
K01896	AcsM5:Q6NUN0
K13402	MthFd1l:B2RD24
K11863	AtxN3l:B4DYC7
K05640	GfaP:E9PAX3
K01084	G6pC2:E9PAX2
K05870	CreB1:P16220
K04324	Mas1l:Q5SUN5
K10582	Ube2q2:E9PHD0
K09173	Rfx1:P22670
K11433	SetMar:Q53H47
K08762	Dbi:B8ZWD6
K10132	Bbc3:Q96PG8
K12618	Xrn1:Q8IZH2
K00683	QpcT:Q16769
K10863	AptX:Q6JV85
K12667	Rpn2:P04844
K09234	Wt1:E9PMK7
K10583	Ube2s:Q16763
K01011	Tst:Q16762
K02678	Ets2:P15036
K04350	RasGrp1:O95267
K10632	BraP:Q7Z569
K09032	Atf3:Q7Z566
K08762	Dbi:B8ZWD1
K04257	Or1G1:P47890
K03434	PigL:Q9Y2B2
K04257	Or3A2:P47893
K00129	AldH1a3:P47895
K09458	OxsM:Q9NWU1
K04161	Htr5a:P47898
K10892	FanCe:Q9HB96
K05740	DiaPh1:E9PEZ2
K06521	SemA4g:Q9NWU8
K07980	Kir3dl1:Q5UCE2
K03107	Srp68:B3KMI9
K12396	Ap3D1:O14617
K10955	Muc2:Q02817
K00746	CSGALNACT2, CHGN2, GALNACT-2, GALNACT2:O14612
K09439	SpiB:Q01892
K13162	PcbP2:Q68Y55
K11346	Ing4:Q9UNL4
K02202	Cdk7:P50613
K13525	Vcp:P55072
K08833	Map4k5:B3KWC4
K13251	Ssr3:Q9UNL2
K00781	St3Gal3:B4DX62
K09435	Erg:B4DN83
K04276	Gpr35:B2RA17
K06712	Btn2a2:E9PH07
K11406	HdaC4:P56524
K03952	NduFa8:P51970
K08655	Dpp8:Q6V1X1
K11982	Rnf126:A8K0Q1
K14990	SLC38A1:Q5TH69
K02871	MrpL13:Q9BYD1
K00813	Got1:P17174
K11291	NasP:F5H3J2
K09345	Nkx2-5:P52952
K09321	Gbx2:P52951
K13988	NudT9:Q9BW91
